Student ID,module_code,assessment_number,score,progress_in_semester
15748697,CS161,1,100.0,0.1
14056233,CS161,1,100.0,0.1
86849692,CS161,1,100.0,0.1
12172696,CS161,1,38.0,0.1
84637902,CS161,1,100.0,0.1
51931289,CS161,1,100.0,0.1
73949620,CS161,1,90.0,0.1
46247807,CS161,1,100.0,0.1
83442693,CS161,1,50.0,0.1
54093626,CS161,1,98.0,0.1
47555228,CS161,1,61.0,0.1
12883876,CS161,1,100.0,0.1
13606343,CS161,1,100.0,0.1
80690307,CS161,1,100.0,0.1
47343059,CS161,1,100.0,0.1
32079179,CS161,1,75.0,0.1
45468572,CS161,1,0.0,0.1
28152410,CS161,1,100.0,0.1
12177825,CS161,1,100.0,0.1
32063855,CS161,1,100.0,0.1
23811832,CS161,1,100.0,0.1
64173672,CS161,1,100.0,0.1
58441904,CS161,1,100.0,0.1
22699641,CS161,1,100.0,0.1
71445998,CS161,1,56.00000000000001,0.1
13853407,CS161,1,86.0,0.1
17858319,CS161,1,100.0,0.1
54063073,CS161,1,100.0,0.1
29138045,CS161,1,75.0,0.1
76830158,CS161,1,50.0,0.1
23775687,CS161,1,100.0,0.1
53690925,CS161,1,100.0,0.1
40972553,CS161,1,97.0,0.1
22711334,CS161,1,94.0,0.1
75409861,CS161,1,100.0,0.1
63432844,CS161,1,100.0,0.1
86936692,CS161,1,100.0,0.1
88492644,CS161,1,0.0,0.1
34344202,CS161,1,100.0,0.1
76513814,CS161,1,100.0,0.1
78199665,CS161,1,100.0,0.1
80039952,CS161,1,100.0,0.1
29301129,CS161,1,100.0,0.1
26484165,CS161,1,100.0,0.1
41829309,CS161,1,100.0,0.1
97398591,CS161,1,100.0,0.1
29385358,CS161,1,0.0,0.1
60745414,CS161,1,0.0,0.1
27538054,CS161,1,100.0,0.1
94381743,CS161,1,100.0,0.1
73498296,CS161,1,100.0,0.1
77780895,CS161,1,100.0,0.1
98740194,CS161,1,100.0,0.1
29910308,CS161,1,100.0,0.1
94594330,CS161,1,100.0,0.1
79275168,CS161,1,100.0,0.1
49803756,CS161,1,100.0,0.1
97193550,CS161,1,100.0,0.1
70537205,CS161,1,100.0,0.1
13124171,CS161,1,100.0,0.1
25979893,CS161,1,100.0,0.1
17400417,CS161,1,0.0,0.1
60054282,CS161,1,88.0,0.1
42381774,CS161,1,50.0,0.1
65577314,CS161,1,100.0,0.1
34825539,CS161,1,87.0,0.1
31893038,CS161,1,0.0,0.1
83083224,CS161,1,93.0,0.1
26456552,CS161,1,100.0,0.1
97448009,CS161,1,100.0,0.1
51313926,CS161,1,100.0,0.1
69085025,CS161,1,100.0,0.1
32600799,CS161,1,100.0,0.1
44350129,CS161,1,50.0,0.1
56227389,CS161,1,100.0,0.1
75006835,CS161,1,100.0,0.1
31988752,CS161,1,100.0,0.1
81561751,CS161,1,100.0,0.1
32320940,CS161,1,100.0,0.1
13891162,CS161,1,0.0,0.1
33544570,CS161,1,100.0,0.1
80120692,CS161,1,100.0,0.1
42806736,CS161,1,100.0,0.1
16984312,CS161,1,100.0,0.1
59338005,CS161,1,98.0,0.1
71563189,CS161,1,100.0,0.1
51249407,CS161,1,88.0,0.1
94695963,CS161,1,100.0,0.1
14618318,CS161,1,100.0,0.1
12302791,CS161,1,100.0,0.1
18953844,CS161,1,100.0,0.1
68877111,CS161,1,100.0,0.1
32301635,CS161,1,100.0,0.1
88094627,CS161,1,100.0,0.1
90834231,CS161,1,0.0,0.1
81499042,CS161,1,100.0,0.1
99009367,CS161,1,100.0,0.1
31446992,CS161,1,100.0,0.1
51341397,CS161,1,50.0,0.1
51245704,CS161,1,100.0,0.1
94343900,CS161,1,100.0,0.1
28754240,CS161,1,100.0,0.1
14883984,CS161,1,52.0,0.1
46444181,CS161,1,100.0,0.1
84581194,CS161,1,100.0,0.1
82002923,CS161,1,48.0,0.1
39404900,CS161,1,100.0,0.1
88103879,CS161,1,100.0,0.1
62046439,CS161,1,100.0,0.1
81532511,CS161,1,100.0,0.1
83811033,CS161,1,100.0,0.1
84129199,CS161,1,100.0,0.1
31144339,CS161,1,100.0,0.1
58740203,CS161,1,100.0,0.1
61943620,CS161,1,100.0,0.1
30734738,CS161,1,100.0,0.1
52273626,CS161,1,100.0,0.1
49843807,CS161,1,100.0,0.1
47907778,CS161,1,100.0,0.1
81097533,CS161,1,100.0,0.1
70335619,CS161,1,100.0,0.1
66131761,CS161,1,50.0,0.1
65441128,CS161,1,100.0,0.1
57372970,CS161,1,100.0,0.1
17959599,CS161,1,100.0,0.1
63378634,CS161,1,100.0,0.1
86325753,CS161,1,100.0,0.1
24073770,CS161,1,100.0,0.1
46498216,CS161,1,100.0,0.1
50077980,CS161,1,0.0,0.1
96527044,CS161,1,0.0,0.1
80960369,CS161,1,100.0,0.1
25024418,CS161,1,98.0,0.1
53901476,CS161,1,50.0,0.1
55621442,CS161,1,0.0,0.1
48184659,CS161,1,100.0,0.1
33373565,CS161,1,0.0,0.1
11387327,CS161,1,0.0,0.1
34154633,CS161,1,100.0,0.1
69631998,CS161,1,100.0,0.1
66437072,CS161,1,100.0,0.1
92462943,CS161,1,98.0,0.1
43067324,CS161,1,100.0,0.1
99958938,CS161,1,100.0,0.1
91656080,CS161,1,50.0,0.1
94184069,CS161,1,100.0,0.1
30336956,CS161,1,0.0,0.1
58128136,CS161,1,100.0,0.1
69444875,CS161,1,100.0,0.1
22272253,CS161,1,100.0,0.1
16468243,CS161,1,100.0,0.1
72433921,CS161,1,100.0,0.1
30743853,CS161,1,100.0,0.1
48344774,CS161,1,100.0,0.1
51559349,CS161,1,100.0,0.1
82380239,CS161,1,100.0,0.1
14123987,CS161,1,88.0,0.1
18513744,CS161,1,100.0,0.1
56890291,CS161,1,100.0,0.1
87452756,CS161,1,25.0,0.1
8698764,CS161,1,100.0,0.1
11294309,CS161,1,90.0,0.1
10476677,CS161,1,50.0,0.1
72415446,CS161,1,100.0,0.1
68138284,CS161,1,71.0,0.1
79087907,CS161,1,100.0,0.1
82286975,CS161,1,100.0,0.1
68123853,CS161,1,63.0,0.1
74411086,CS161,1,100.0,0.1
77330996,CS161,1,90.0,0.1
50371858,CS161,1,0.0,0.1
22731950,CS161,1,63.0,0.1
20248719,CS161,1,100.0,0.1
60861463,CS161,1,50.0,0.1
64785805,CS161,1,100.0,0.1
86124581,CS161,1,100.0,0.1
30206107,CS161,1,100.0,0.1
74401839,CS161,1,100.0,0.1
97166205,CS161,1,100.0,0.1
49843368,CS161,1,100.0,0.1
54083433,CS161,1,49.0,0.1
11932445,CS161,1,100.0,0.1
45672982,CS161,1,100.0,0.1
72290424,CS161,1,100.0,0.1
96984816,CS161,1,100.0,0.1
41206961,CS161,1,100.0,0.1
95524924,CS161,1,98.0,0.1
14036427,CS161,1,100.0,0.1
52003280,CS161,1,100.0,0.1
59128100,CS161,1,100.0,0.1
98777618,CS161,1,100.0,0.1
76194983,CS161,1,100.0,0.1
38764404,CS161,1,65.0,0.1
11175690,CS161,1,100.0,0.1
38996093,CS161,1,100.0,0.1
19328111,CS161,1,100.0,0.1
66252940,CS161,1,100.0,0.1
13205082,CS161,1,75.0,0.1
71580428,CS161,1,100.0,0.1
59226246,CS161,1,100.0,0.1
58555565,CS161,1,100.0,0.1
76582161,CS161,1,100.0,0.1
74467121,CS161,1,100.0,0.1
11040511,CS161,1,100.0,0.1
78401128,CS161,1,96.0,0.1
19468959,CS161,1,77.0,0.1
12241102,CS161,1,100.0,0.1
73635110,CS161,1,100.0,0.1
35962311,CS161,1,100.0,0.1
88678732,CS161,1,100.0,0.1
36925796,CS161,1,100.0,0.1
40153489,CS161,1,50.0,0.1
63180180,CS161,1,100.0,0.1
18416579,CS161,1,100.0,0.1
85258615,CS161,1,0.0,0.1
58877207,CS161,1,50.0,0.1
12441578,CS161,1,100.0,0.1
36316773,CS161,1,100.0,0.1
56340396,CS161,1,100.0,0.1
19620947,CS161,1,100.0,0.1
15030415,CS161,1,100.0,0.1
55277330,CS161,1,98.0,0.1
29351898,CS161,1,38.0,0.1
56044324,CS161,1,100.0,0.1
70370127,CS161,1,100.0,0.1
39801624,CS161,1,100.0,0.1
91544606,CS161,1,100.0,0.1
21874749,CS161,1,100.0,0.1
94871750,CS161,1,100.0,0.1
67254598,CS161,1,94.0,0.1
71154497,CS161,1,100.0,0.1
31931305,CS161,1,100.0,0.1
77473690,CS161,1,35.0,0.1
55094480,CS161,1,100.0,0.1
35320195,CS161,1,100.0,0.1
81769123,CS161,1,100.0,0.1
22313524,CS161,1,100.0,0.1
71830478,CS161,1,100.0,0.1
55965532,CS161,1,100.0,0.1
96754197,CS161,1,100.0,0.1
92157513,CS161,1,63.0,0.1
28109761,CS161,1,100.0,0.1
33867994,CS161,1,100.0,0.1
80667580,CS161,1,100.0,0.1
59524742,CS161,1,100.0,0.1
94824610,CS161,1,100.0,0.1
29029987,CS161,1,100.0,0.1
40435657,CS161,1,100.0,0.1
21452781,CS161,1,0.0,0.1
17996963,CS161,1,100.0,0.1
44639956,CS161,1,99.0,0.1
43670750,CS161,1,100.0,0.1
51984127,CS161,1,100.0,0.1
90636857,CS161,1,0.0,0.1
27285481,CS161,1,0.0,0.1
91106388,CS161,1,99.0,0.1
14882960,CS161,1,100.0,0.1
49820973,CS161,1,34.0,0.1
89340541,CS161,1,100.0,0.1
67714530,CS161,1,50.0,0.1
42938631,CS161,1,100.0,0.1
12385441,CS161,1,100.0,0.1
13889013,CS161,1,100.0,0.1
29331915,CS161,1,100.0,0.1
20818529,CS161,1,100.0,0.1
43736747,CS161,1,100.0,0.1
97427902,CS161,1,100.0,0.1
77901366,CS161,1,100.0,0.1
49417477,CS161,1,90.0,0.1
13923218,CS161,1,100.0,0.1
16640820,CS161,1,100.0,0.1
23158909,CS161,1,100.0,0.1
26460428,CS161,1,100.0,0.1
84753489,CS161,1,100.0,0.1
34371289,CS161,1,100.0,0.1
29489924,CS161,1,100.0,0.1
45144205,CS161,1,100.0,0.1
84670111,CS161,1,100.0,0.1
90996365,CS161,1,100.0,0.1
64075942,CS161,1,100.0,0.1
20743976,CS161,2,100.0,0.2
94334509,CS161,2,100.0,0.2
36814683,CS161,2,85.0,0.2
32670174,CS161,2,0.0,0.2
54183175,CS161,2,28.000000000000004,0.2
40300574,CS161,2,78.0,0.2
73381689,CS161,2,82.0,0.2
70246117,CS161,2,100.0,0.2
61412453,CS161,2,100.0,0.2
66723966,CS161,2,0.0,0.2
98615098,CS161,2,100.0,0.2
12584561,CS161,2,86.0,0.2
13148647,CS161,2,100.0,0.2
52689053,CS161,2,100.0,0.2
73496760,CS161,2,97.0,0.2
98726176,CS161,2,98.0,0.2
41115870,CS161,2,70.0,0.2
89490222,CS161,2,100.0,0.2
35239168,CS161,2,99.0,0.2
50419199,CS161,2,38.0,0.2
60813480,CS161,2,48.0,0.2
72623279,CS161,2,27.0,0.2
46159542,CS161,2,87.0,0.2
31775286,CS161,2,100.0,0.2
75163235,CS161,2,6.0,0.2
53637669,CS161,2,100.0,0.2
59715668,CS161,2,40.0,0.2
20679724,CS161,2,40.0,0.2
88261711,CS161,2,50.0,0.2
75637165,CS161,2,90.0,0.2
64549122,CS161,2,100.0,0.2
42153309,CS161,2,100.0,0.2
10288456,CS161,2,0.0,0.2
18320642,CS161,2,100.0,0.2
25992894,CS161,2,98.0,0.2
51315077,CS161,2,63.0,0.2
45873056,CS161,2,100.0,0.2
61329673,CS161,2,100.0,0.2
99218881,CS161,2,100.0,0.2
81734132,CS161,2,50.0,0.2
17513375,CS161,2,100.0,0.2
95975416,CS161,2,81.0,0.2
85696727,CS161,2,100.0,0.2
64609448,CS161,2,55.00000000000001,0.2
81957314,CS161,2,44.0,0.2
78534290,CS161,2,100.0,0.2
56634669,CS161,2,100.0,0.2
51204596,CS161,2,55.00000000000001,0.2
49784910,CS161,2,50.0,0.2
27325452,CS161,2,80.0,0.2
58887597,CS161,2,100.0,0.2
53905435,CS161,2,40.0,0.2
41707679,CS161,2,100.0,0.2
21585127,CS161,2,100.0,0.2
57005216,CS161,2,0.0,0.2
99435901,CS161,2,100.0,0.2
95977109,CS161,2,80.0,0.2
96346768,CS161,2,76.0,0.2
49806843,CS161,2,80.0,0.2
42738772,CS161,2,80.0,0.2
94193537,CS161,2,100.0,0.2
94039775,CS161,2,40.0,0.2
16459971,CS161,2,36.0,0.2
69780409,CS161,2,30.0,0.2
61553683,CS161,2,87.0,0.2
49312326,CS161,2,100.0,0.2
26013074,CS161,2,100.0,0.2
11720062,CS161,2,100.0,0.2
50301485,CS161,2,100.0,0.2
57814323,CS161,2,100.0,0.2
44424412,CS161,2,100.0,0.2
28993185,CS161,2,0.0,0.2
59125777,CS161,2,100.0,0.2
51666805,CS161,2,100.0,0.2
81200570,CS161,2,80.0,0.2
13902965,CS161,2,100.0,0.2
35092169,CS161,2,100.0,0.2
16013789,CS161,2,100.0,0.2
91435409,CS161,2,100.0,0.2
18772021,CS161,2,100.0,0.2
11280583,CS161,2,50.0,0.2
89516281,CS161,2,100.0,0.2
81811643,CS161,2,100.0,0.2
86703236,CS161,2,100.0,0.2
18884292,CS161,2,0.0,0.2
33737937,CS161,2,40.0,0.2
31664592,CS161,2,100.0,0.2
98168038,CS161,2,80.0,0.2
42120296,CS161,2,60.0,0.2
59897937,CS161,2,70.0,0.2
87098918,CS161,2,40.0,0.2
97998433,CS161,2,100.0,0.2
30166785,CS161,2,100.0,0.2
65958403,CS161,2,100.0,0.2
62605871,CS161,2,100.0,0.2
55973104,CS161,2,100.0,0.2
62220404,CS161,2,100.0,0.2
94651334,CS161,2,100.0,0.2
50640627,CS161,2,100.0,0.2
21002121,CS161,2,52.0,0.2
30993222,CS161,2,70.0,0.2
60182001,CS161,2,100.0,0.2
51596177,CS161,2,85.0,0.2
29795251,CS161,2,100.0,0.2
98067951,CS161,2,90.0,0.2
44259391,CS161,2,78.0,0.2
36458945,CS161,2,80.0,0.2
29444926,CS161,2,100.0,0.2
88962100,CS161,2,100.0,0.2
28355991,CS161,2,100.0,0.2
57325329,CS161,2,50.0,0.2
61051356,CS161,2,100.0,0.2
82554050,CS161,2,100.0,0.2
53679865,CS161,2,100.0,0.2
54272087,CS161,2,25.0,0.2
70486795,CS161,2,100.0,0.2
68439715,CS161,2,100.0,0.2
28916910,CS161,2,100.0,0.2
72692928,CS161,2,18.0,0.2
39812656,CS161,2,100.0,0.2
42687541,CS161,2,74.0,0.2
91016743,CS161,2,100.0,0.2
71058846,CS161,2,100.0,0.2
22105353,CS161,2,100.0,0.2
70086521,CS161,2,99.0,0.2
10700295,CS161,2,88.0,0.2
44013913,CS161,2,100.0,0.2
73625555,CS161,2,97.0,0.2
77471025,CS161,2,100.0,0.2
37720912,CS161,2,100.0,0.2
45990970,CS161,2,60.0,0.2
12230549,CS161,2,97.0,0.2
99046614,CS161,2,100.0,0.2
19880196,CS161,2,10.0,0.2
67413804,CS161,2,48.0,0.2
92244107,CS161,2,73.0,0.2
90239774,CS161,2,97.0,0.2
93947522,CS161,2,0.0,0.2
14532650,CS161,2,100.0,0.2
99403012,CS161,2,100.0,0.2
52701053,CS161,2,100.0,0.2
64723117,CS161,2,20.0,0.2
57282663,CS161,2,40.0,0.2
72729148,CS161,2,100.0,0.2
29195474,CS161,2,49.0,0.2
83496795,CS161,2,100.0,0.2
64316426,CS161,2,100.0,0.2
39518199,CS161,2,0.0,0.2
78735752,CS161,2,100.0,0.2
72056551,CS161,2,100.0,0.2
47380529,CS161,2,90.0,0.2
16238312,CS161,2,100.0,0.2
83078402,CS161,2,100.0,0.2
30717488,CS161,2,100.0,0.2
56472638,CS161,2,100.0,0.2
68074530,CS161,2,86.0,0.2
94998106,CS161,2,100.0,0.2
75640034,CS161,2,100.0,0.2
64734377,CS161,2,100.0,0.2
44513932,CS161,2,100.0,0.2
34164438,CS161,2,100.0,0.2
74247101,CS161,2,100.0,0.2
37861048,CS161,2,0.0,0.2
40963132,CS161,2,100.0,0.2
22290486,CS161,2,100.0,0.2
92536739,CS161,2,100.0,0.2
96631030,CS161,2,100.0,0.2
30851750,CS161,2,100.0,0.2
11968244,CS161,2,0.0,0.2
82500610,CS161,2,8.0,0.2
33021789,CS161,2,100.0,0.2
89070671,CS161,2,100.0,0.2
14804335,CS161,2,100.0,0.2
65115725,CS161,2,0.0,0.2
72777338,CS161,2,100.0,0.2
41860313,CS161,2,90.0,0.2
76691322,CS161,2,100.0,0.2
15711707,CS161,2,100.0,0.2
14023706,CS161,2,100.0,0.2
18280022,CS161,2,86.0,0.2
96939852,CS161,2,48.0,0.2
50192240,CS161,2,100.0,0.2
93641353,CS161,2,100.0,0.2
42867665,CS161,2,0.0,0.2
75033531,CS161,2,27.0,0.2
18094987,CS161,2,100.0,0.2
86253272,CS161,2,100.0,0.2
40584220,CS161,2,89.0,0.2
98530304,CS161,2,0.0,0.2
23061621,CS161,2,31.0,0.2
61861882,CS161,2,100.0,0.2
15168545,CS161,2,100.0,0.2
26832681,CS161,2,80.0,0.2
70526424,CS161,2,98.0,0.2
92121028,CS161,2,100.0,0.2
94059794,CS161,2,90.0,0.2
46244140,CS161,2,100.0,0.2
82996017,CS161,2,56.00000000000001,0.2
53220917,CS161,2,100.0,0.2
15446974,CS161,2,56.00000000000001,0.2
59293621,CS161,2,100.0,0.2
82214753,CS161,2,100.0,0.2
21815986,CS161,2,28.999999999999996,0.2
89660073,CS161,2,51.0,0.2
17744422,CS161,2,13.0,0.2
13845265,CS161,2,97.0,0.2
55418801,CS161,2,100.0,0.2
32150780,CS161,2,100.0,0.2
40541902,CS161,2,0.0,0.2
96584519,CS161,2,100.0,0.2
48627789,CS161,2,0.0,0.2
75234910,CS161,2,100.0,0.2
37734403,CS161,2,100.0,0.2
54202295,CS161,2,48.0,0.2
43297874,CS161,2,100.0,0.2
79670982,CS161,2,45.0,0.2
21910507,CS161,2,100.0,0.2
77958105,CS161,2,100.0,0.2
24014421,CS161,2,0.0,0.2
28613839,CS161,2,100.0,0.2
11435169,CS161,2,100.0,0.2
48251029,CS161,2,100.0,0.2
24642845,CS161,2,100.0,0.2
32793157,CS161,2,100.0,0.2
53033989,CS161,2,40.0,0.2
45213749,CS161,2,0.0,0.2
97775926,CS161,2,0.0,0.2
76931823,CS161,2,86.0,0.2
77783669,CS161,2,100.0,0.2
56197684,CS161,2,0.0,0.2
67563666,CS161,2,97.0,0.2
91799031,CS161,2,86.0,0.2
91779366,CS161,2,100.0,0.2
37503866,CS161,2,100.0,0.2
35282012,CS161,2,100.0,0.2
18065078,CS161,2,100.0,0.2
