Student ID,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10,Average Grade,Labs Completed
12177825,100.0,100.0,100.0,100.0,0.0,44.0,50.0,0.0,0.0,57.0,55.1,7
32063855,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,50.0,100.0,94.7,10
23811832,100.0,24.0,100.0,69.0,44.0,0.0,0.0,0.0,0.0,0.0,33.7,5
64173672,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
58441904,100.0,80.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,97.4,10
22699641,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
71445998,56.0,46.0,100.0,68.0,87.0,100.0,53.0,68.0,0.0,0.0,57.8,8
13853407,86.0,97.0,95.0,81.0,0.0,93.0,93.0,100.0,100.0,29.0,77.4,9
17858319,100.0,100.0,70.0,100.0,92.0,96.0,52.0,74.0,75.0,86.0,84.5,10
54063073,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,99.7,10
29138045,75.0,100.0,100.0,89.0,59.0,100.0,100.0,88.0,100.0,77.0,88.8,10
76830158,50.0,100.0,0.0,35.0,100.0,100.0,40.0,90.0,0.0,100.0,61.5,8
23775687,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,99.0,10
53690925,100.0,100.0,81.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,88.1,9
40972553,97.0,96.0,64.0,98.0,83.0,0.0,0.0,17.0,0.0,0.0,45.5,6
22711334,94.0,66.0,58.0,47.0,77.0,96.0,44.0,65.0,0.0,80.0,62.7,9
75409861,100.0,80.0,67.0,70.0,82.0,61.0,37.0,40.0,0.0,100.0,63.7,9
63432844,100.0,100.0,100.0,100.0,100.0,86.0,60.0,100.0,75.0,86.0,90.7,10
86936692,100.0,50.0,70.0,30.0,0.0,22.0,0.0,0.0,0.0,7.0,27.9,6
88492644,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1
34344202,100.0,100.0,92.0,90.0,80.0,11.0,33.0,40.0,0.0,0.0,54.6,8
76513814,100.0,60.0,66.0,96.0,65.0,66.0,0.0,50.0,5.0,72.0,58.0,9
78199665,100.0,100.0,100.0,40.0,36.0,100.0,96.0,100.0,80.0,100.0,85.2,10
80039952,100.0,95.0,100.0,82.0,92.0,87.0,49.0,92.0,38.0,100.0,83.5,10
29301129,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,97.5,10
26484165,100.0,100.0,100.0,100.0,50.0,100.0,86.0,99.0,100.0,100.0,93.5,10
41829309,100.0,44.0,41.0,84.0,92.0,27.0,40.0,39.0,5.0,0.0,47.2,9
97398591,100.0,100.0,100.0,100.0,89.0,56.0,100.0,100.0,100.0,100.0,94.5,10
29385358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60745414,0.0,74.0,100.0,100.0,67.0,83.0,56.0,88.0,68.0,26.0,66.2,9
27538054,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,98.5,10
94381743,100.0,7.0,85.0,18.0,76.0,54.0,58.0,100.0,90.0,77.0,66.5,10
73498296,100.0,50.0,44.0,0.0,36.0,56.0,82.0,84.0,100.0,97.0,64.9,9
77780895,100.0,38.0,25.0,49.0,53.0,26.0,20.0,20.0,18.0,63.0,41.2,10
98740194,100.0,80.0,100.0,80.0,82.0,74.0,54.0,95.0,40.0,43.0,74.8,10
29910308,100.0,100.0,100.0,90.0,0.0,28.0,0.0,0.0,0.0,0.0,41.8,5
94594330,100.0,100.0,100.0,95.0,100.0,100.0,80.0,80.0,100.0,43.0,89.8,10
79275168,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,86.0,96.1,10
49803756,100.0,92.0,80.0,71.0,100.0,91.0,84.0,100.0,93.0,100.0,91.1,10
97193550,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
70537205,100.0,90.0,89.0,71.0,22.0,100.0,5.0,32.0,15.0,5.0,52.9,10
13124171,100.0,40.0,57.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,25.4,5
25979893,100.0,97.0,0.0,99.0,17.0,56.0,58.0,50.0,0.0,0.0,47.7,7
17400417,0.0,100.0,100.0,40.0,18.0,44.0,85.0,99.0,60.0,100.0,64.6,9
60054282,88.0,64.0,100.0,58.0,49.0,20.0,43.0,36.0,0.0,0.0,45.8,8
42381774,50.0,79.0,100.0,68.0,37.0,54.0,34.0,40.0,0.0,57.0,51.9,9
65577314,100.0,100.0,100.0,100.0,91.0,100.0,94.0,88.0,75.0,100.0,94.8,10
34825539,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.7,10
31893038,0.0,0.0,0.0,0.0,28.0,94.0,77.0,96.0,93.0,94.0,48.2,6
83083224,93.0,100.0,89.0,100.0,88.0,100.0,76.0,50.0,50.0,86.0,83.2,10
26456552,100.0,6.0,99.0,89.0,91.0,54.0,74.0,70.0,5.0,0.0,58.8,9
97448009,100.0,100.0,100.0,100.0,97.0,100.0,100.0,80.0,100.0,100.0,97.7,10
51313926,100.0,100.0,100.0,100.0,100.0,77.0,0.0,40.0,0.0,71.0,68.8,8
69085025,100.0,79.0,100.0,85.0,61.0,94.0,70.0,100.0,0.0,100.0,78.9,9
32600799,100.0,100.0,100.0,100.0,69.0,100.0,82.0,0.0,0.0,66.0,71.7,8
44350129,50.0,100.0,100.0,100.0,63.0,56.0,34.0,100.0,18.0,71.0,69.2,10
56227389,100.0,100.0,100.0,50.0,100.0,90.0,20.0,60.0,0.0,0.0,62.0,8
75006835,100.0,68.0,100.0,80.0,61.0,91.0,61.0,69.0,90.0,40.0,76.0,10
31988752,100.0,100.0,100.0,90.0,100.0,89.0,50.0,100.0,68.0,20.0,81.7,10
81561751,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,99.0,99.3,10
32320940,100.0,98.0,100.0,98.0,95.0,100.0,100.0,100.0,5.0,100.0,89.6,10
13891162,0.0,63.0,56.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,15.5,4
33544570,100.0,79.0,100.0,74.0,91.0,37.0,60.0,63.0,68.0,37.0,70.9,10
80120692,100.0,91.0,100.0,62.0,68.0,0.0,1.0,30.0,18.0,43.0,51.3,9
42806736,100.0,100.0,100.0,100.0,100.0,56.0,42.0,85.0,100.0,0.0,78.3,9
16984312,100.0,100.0,100.0,100.0,100.0,82.0,100.0,100.0,43.0,100.0,92.5,10
59338005,98.0,100.0,100.0,100.0,97.0,100.0,40.0,38.0,0.0,71.0,74.4,9
71563189,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,98.0,10
51249407,88.0,100.0,66.0,100.0,82.0,100.0,70.0,100.0,100.0,100.0,90.6,10
94695963,100.0,100.0,100.0,100.0,100.0,44.0,63.0,95.0,100.0,57.0,85.9,10
14618318,100.0,100.0,100.0,100.0,100.0,95.0,85.0,84.0,75.0,0.0,83.9,9
12302791,100.0,100.0,100.0,100.0,79.0,91.0,40.0,76.0,33.0,69.0,78.8,10
18953844,100.0,80.0,100.0,70.0,27.0,61.0,57.0,65.0,18.0,63.0,64.1,10
68877111,100.0,100.0,100.0,100.0,82.0,67.0,100.0,80.0,100.0,100.0,92.9,10
32301635,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,100.0,98.9,10
88094627,100.0,100.0,100.0,100.0,95.0,97.0,100.0,100.0,100.0,100.0,99.2,10
90834231,0.0,100.0,100.0,10.0,45.0,11.0,20.0,0.0,0.0,0.0,28.6,6
81499042,100.0,95.0,100.0,82.0,88.0,99.0,50.0,92.0,100.0,93.0,89.9,10
99009367,100.0,100.0,100.0,68.0,66.0,89.0,25.0,98.0,93.0,100.0,83.9,10
31446992,100.0,70.0,56.0,80.0,82.0,100.0,52.0,100.0,0.0,80.0,72.0,9
51341397,50.0,100.0,96.0,91.0,93.0,100.0,68.0,49.0,43.0,0.0,69.0,9
51245704,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
94343900,100.0,94.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.9,10
28754240,100.0,100.0,100.0,90.0,100.0,100.0,95.0,100.0,100.0,100.0,98.5,10
14883984,52.0,51.0,54.0,39.0,82.0,50.0,47.0,77.0,35.0,50.0,53.7,10
46444181,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
84581194,100.0,98.0,100.0,80.0,0.0,0.0,41.0,0.0,0.0,0.0,41.9,5
82002923,48.0,90.0,100.0,100.0,100.0,11.0,20.0,0.0,0.0,0.0,46.9,7
39404900,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,10
88103879,100.0,66.0,86.0,79.0,37.0,36.0,43.0,66.0,36.0,35.0,58.4,10
62046439,100.0,68.0,100.0,99.0,84.0,89.0,61.0,91.0,72.0,94.0,85.8,10
81532511,100.0,70.0,100.0,40.0,64.0,22.0,0.0,65.0,0.0,0.0,46.1,7
83811033,100.0,96.0,100.0,75.0,83.0,77.0,61.0,100.0,100.0,100.0,89.2,10
84129199,100.0,57.0,78.0,100.0,82.0,87.0,54.0,88.0,65.0,40.0,75.1,10
31144339,100.0,100.0,100.0,90.0,84.0,95.0,60.0,90.0,0.0,100.0,81.9,9
58740203,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1
61943620,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1
30734738,100.0,100.0,100.0,100.0,96.0,93.0,80.0,100.0,100.0,99.0,96.8,10
52273626,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
49843807,100.0,100.0,100.0,100.0,27.0,100.0,80.0,75.0,93.0,43.0,81.8,10
47907778,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
81097533,100.0,100.0,100.0,100.0,53.0,0.0,13.0,30.0,0.0,69.0,56.5,8
70335619,100.0,100.0,100.0,100.0,45.0,76.0,0.0,69.0,0.0,41.0,63.1,8
66131761,50.0,100.0,100.0,100.0,0.0,44.0,14.0,23.0,0.0,0.0,43.1,7
65441128,100.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,3
57372970,100.0,100.0,100.0,90.0,73.0,67.0,40.0,68.0,43.0,100.0,78.1,10
17959599,100.0,90.0,71.0,99.0,92.0,100.0,100.0,100.0,100.0,100.0,95.2,10
63378634,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.0,94.3,10
86325753,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,57.0,94.2,10
24073770,100.0,100.0,100.0,100.0,100.0,100.0,83.0,100.0,50.0,100.0,93.3,10
46498216,100.0,100.0,89.0,74.0,64.0,44.0,74.0,100.0,100.0,100.0,84.5,10
50077980,0.0,60.0,44.0,70.0,31.0,56.0,10.0,69.0,0.0,71.0,41.1,8
96527044,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1
80960369,100.0,100.0,100.0,90.0,58.0,38.0,50.0,32.0,0.0,0.0,56.8,8
25024418,98.0,100.0,100.0,100.0,94.0,67.0,32.0,60.0,0.0,79.0,73.0,9
53901476,50.0,94.0,96.0,92.0,98.0,93.0,71.0,92.0,48.0,95.0,82.9,10
55621442,0.0,0.0,0.0,100.0,93.0,100.0,94.0,88.0,0.0,0.0,47.5,5
48184659,100.0,17.0,18.0,44.0,0.0,8.0,16.0,0.0,0.0,0.0,20.3,6
33373565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11387327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34154633,100.0,100.0,100.0,100.0,100.0,93.0,74.0,100.0,85.0,100.0,95.2,10
69631998,100.0,100.0,100.0,80.0,100.0,67.0,100.0,100.0,100.0,100.0,94.7,10
66437072,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100.0,75.0,0.0,86.9,9
92462943,98.0,100.0,100.0,100.0,54.0,100.0,46.0,40.0,75.0,0.0,71.3,9
43067324,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
99958938,100.0,100.0,96.0,64.0,82.0,100.0,20.0,60.0,0.0,0.0,62.2,8
91656080,50.0,53.0,16.0,44.0,39.0,89.0,80.0,100.0,25.0,100.0,59.6,10
94184069,100.0,100.0,44.0,90.0,100.0,93.0,34.0,70.0,0.0,36.0,66.7,9
30336956,0.0,100.0,73.0,68.0,67.0,0.0,67.0,0.0,0.0,0.0,37.5,5
58128136,100.0,100.0,89.0,80.0,45.0,50.0,17.0,40.0,0.0,6.0,52.7,9
69444875,100.0,100.0,100.0,99.0,75.0,84.0,41.0,83.0,58.0,10.0,75.0,10
22272253,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
16468243,100.0,100.0,100.0,100.0,87.0,100.0,17.0,100.0,100.0,100.0,90.4,10
72433921,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,99.4,10
30743853,100.0,95.0,88.0,87.0,69.0,72.0,39.0,27.0,0.0,15.0,59.2,9
48344774,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
51559349,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
82380239,100.0,96.0,99.0,90.0,91.0,100.0,71.0,77.0,68.0,71.0,86.3,10
14123987,88.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,25.0,100.0,90.5,10
18513744,100.0,60.0,100.0,47.0,23.0,0.0,0.0,0.0,0.0,0.0,33.0,5
56890291,100.0,65.0,82.0,70.0,73.0,89.0,22.0,47.0,0.0,57.0,60.5,9
87452756,25.0,80.0,87.0,97.0,97.0,78.0,80.0,100.0,100.0,93.0,83.7,10
8698764,100.0,100.0,100.0,70.0,24.0,0.0,50.0,60.0,43.0,14.0,56.1,9
11294309,90.0,68.0,44.0,66.0,64.0,100.0,38.0,82.0,83.0,0.0,63.5,9
10476677,50.0,100.0,100.0,93.0,100.0,100.0,34.0,60.0,0.0,100.0,73.7,9
72415446,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,92.0,96.7,10
68138284,71.0,60.0,74.0,23.0,27.0,100.0,82.0,70.0,12.0,13.0,53.2,10
79087907,100.0,100.0,100.0,100.0,73.0,78.0,100.0,100.0,75.0,100.0,92.6,10
82286975,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
68123853,63.0,100.0,100.0,64.0,50.0,78.0,35.0,78.0,65.0,97.0,73.0,10
74411086,100.0,66.0,100.0,85.0,66.0,58.0,22.0,81.0,0.0,97.0,67.5,9
77330996,90.0,50.0,89.0,0.0,18.0,0.0,5.0,20.0,0.0,0.0,27.2,6
50371858,0.0,93.0,84.0,74.0,92.0,27.0,80.0,95.0,100.0,29.0,67.4,9
22731950,63.0,97.0,100.0,87.0,38.0,74.0,12.0,25.0,0.0,0.0,49.6,8
20248719,100.0,80.0,100.0,66.0,67.0,68.0,10.0,35.0,73.0,43.0,64.2,10
60861463,50.0,90.0,67.0,90.0,82.0,100.0,100.0,70.0,40.0,100.0,78.9,10
64785805,100.0,87.0,87.0,58.0,64.0,0.0,30.0,66.0,0.0,79.0,57.1,8
86124581,100.0,100.0,100.0,100.0,100.0,28.0,90.0,100.0,75.0,43.0,83.6,10
30206107,100.0,97.0,56.0,74.0,60.0,0.0,20.0,33.0,0.0,66.0,50.6,8
74401839,100.0,100.0,100.0,56.0,63.0,100.0,9.0,76.0,80.0,100.0,78.4,10
97166205,100.0,97.0,100.0,90.0,61.0,73.0,42.0,74.0,18.0,21.0,67.6,10
49843368,100.0,70.0,67.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,28.2,5
54083433,49.0,100.0,100.0,40.0,36.0,87.0,100.0,100.0,0.0,100.0,71.2,9
11932445,100.0,100.0,100.0,100.0,91.0,100.0,93.0,100.0,100.0,83.0,96.7,10
45672982,100.0,100.0,100.0,70.0,100.0,44.0,8.0,50.0,0.0,0.0,57.2,8
72290424,100.0,100.0,100.0,88.0,100.0,100.0,27.0,60.0,50.0,40.0,76.5,10
96984816,100.0,100.0,100.0,90.0,0.0,100.0,88.0,50.0,0.0,71.0,69.9,8
41206961,100.0,100.0,100.0,95.0,91.0,51.0,72.0,80.0,43.0,0.0,73.2,9
95524924,98.0,100.0,89.0,100.0,100.0,100.0,100.0,100.0,95.0,43.0,92.5,10
14036427,100.0,100.0,89.0,0.0,77.0,64.0,76.0,100.0,85.0,0.0,69.1,8
52003280,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
59128100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,99.5,10
98777618,100.0,96.0,100.0,90.0,36.0,89.0,0.0,0.0,0.0,43.0,55.4,7
76194983,100.0,100.0,100.0,23.0,82.0,100.0,90.0,60.0,100.0,43.0,79.8,10
38764404,65.0,100.0,100.0,100.0,95.0,100.0,71.0,100.0,100.0,100.0,93.1,10
11175690,100.0,80.0,100.0,90.0,18.0,99.0,40.0,55.0,0.0,34.0,61.6,9
38996093,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,25.0,100.0,91.3,10
19328111,100.0,100.0,13.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,29.5,4
66252940,100.0,100.0,100.0,100.0,85.0,87.0,33.0,100.0,100.0,100.0,90.5,10
13205082,75.0,31.0,46.0,49.0,17.0,16.0,9.0,17.0,0.0,8.0,26.8,9
71580428,100.0,77.0,88.0,30.0,64.0,77.0,41.0,45.0,66.0,64.0,65.2,10
59226246,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,10
58555565,100.0,92.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,3
76582161,100.0,93.0,100.0,39.0,55.0,82.0,43.0,68.0,37.0,71.0,68.8,10
74467121,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,10
11040511,100.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,2
78401128,96.0,40.0,11.0,81.0,51.0,56.0,42.0,37.0,0.0,9.0,42.3,9
19468959,77.0,40.0,65.0,70.0,0.0,0.0,10.0,40.0,0.0,0.0,30.2,6
12241102,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,97.0,10
73635110,100.0,95.0,100.0,88.0,85.0,87.0,60.0,82.0,58.0,34.0,78.9,10
35962311,100.0,100.0,100.0,60.0,82.0,79.0,0.0,80.0,75.0,97.0,77.3,9
88678732,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
36925796,100.0,100.0,89.0,0.0,82.0,56.0,40.0,100.0,100.0,100.0,76.7,9
40153489,50.0,0.0,44.0,95.0,100.0,100.0,90.0,80.0,0.0,100.0,65.9,8
63180180,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,97.0,10
18416579,100.0,100.0,56.0,100.0,85.0,99.0,10.0,60.0,0.0,70.0,68.0,9
85258615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1
58877207,50.0,100.0,100.0,94.0,95.0,88.0,51.0,100.0,0.0,43.0,72.1,9
12441578,100.0,100.0,89.0,100.0,96.0,100.0,90.0,85.0,100.0,33.0,89.3,10
36316773,100.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2
56340396,100.0,100.0,100.0,100.0,92.0,100.0,80.0,100.0,100.0,100.0,97.2,10
19620947,100.0,100.0,56.0,89.0,80.0,11.0,4.0,39.0,25.0,100.0,60.4,10
15030415,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
55277330,98.0,76.0,71.0,77.0,66.0,44.0,37.0,57.0,0.0,57.0,58.3,9
29351898,38.0,20.0,64.0,39.0,20.0,41.0,13.0,21.0,13.0,4.0,27.3,10
56044324,100.0,22.0,22.0,10.0,53.0,0.0,10.0,44.0,100.0,100.0,46.1,9
70370127,100.0,100.0,100.0,100.0,100.0,93.0,34.0,100.0,0.0,100.0,82.7,9
39801624,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
91544606,100.0,94.0,100.0,54.0,55.0,68.0,46.0,85.0,28.0,79.0,70.9,10
21874749,100.0,100.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,99.3,10
94871750,100.0,60.0,100.0,78.0,93.0,78.0,90.0,100.0,50.0,100.0,84.9,10
67254598,94.0,96.0,87.0,100.0,58.0,72.0,73.0,100.0,100.0,44.0,82.4,10
71154497,100.0,100.0,100.0,60.0,91.0,89.0,42.0,80.0,25.0,0.0,68.7,9
31931305,100.0,76.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,3
77473690,35.0,26.0,11.0,21.0,0.0,31.0,10.0,0.0,0.0,0.0,13.4,6
55094480,100.0,100.0,100.0,99.0,100.0,100.0,52.0,40.0,0.0,86.0,77.7,9
35320195,100.0,100.0,100.0,96.0,87.0,28.0,30.0,50.0,75.0,7.0,67.3,10
81769123,100.0,100.0,100.0,95.0,52.0,78.0,68.0,90.0,100.0,93.0,87.6,10
22313524,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1
71830478,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
55965532,100.0,100.0,100.0,83.0,92.0,0.0,0.0,100.0,40.0,29.0,64.4,8
96754197,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,90.0,89.0,9
92157513,63.0,100.0,100.0,100.0,100.0,56.0,72.0,100.0,25.0,57.0,77.3,10
28109761,100.0,100.0,100.0,50.0,100.0,100.0,98.0,70.0,0.0,100.0,81.8,9
33867994,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
80667580,100.0,60.0,100.0,67.0,84.0,0.0,14.0,28.0,43.0,37.0,53.3,9
59524742,100.0,94.0,100.0,40.0,66.0,56.0,8.0,0.0,0.0,0.0,46.4,7
94824610,100.0,63.0,100.0,100.0,18.0,53.0,60.0,75.0,0.0,14.0,58.3,9
29029987,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,0.0,89.5,9
40435657,100.0,100.0,100.0,100.0,82.0,83.0,100.0,100.0,0.0,0.0,76.5,8
21452781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17996963,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
44639956,99.0,80.0,48.0,40.0,46.0,56.0,38.0,85.0,100.0,100.0,69.2,10
43670750,100.0,100.0,100.0,100.0,100.0,100.0,44.0,70.0,5.0,57.0,77.6,10
51984127,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10
90636857,0.0,0.0,0.0,0.0,45.0,67.0,61.0,100.0,100.0,100.0,47.3,6
27285481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91106388,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,10
14882960,100.0,100.0,100.0,100.0,72.0,99.0,90.0,90.0,0.0,100.0,85.1,9
49820973,34.0,100.0,100.0,70.0,100.0,56.0,0.0,40.0,0.0,0.0,50.0,7
89340541,100.0,100.0,100.0,100.0,77.0,100.0,71.0,100.0,18.0,93.0,85.9,10
67714530,50.0,0.0,71.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,3
42938631,100.0,100.0,100.0,98.0,77.0,0.0,70.0,100.0,54.0,99.0,79.8,9
12385441,100.0,100.0,100.0,84.0,55.0,0.0,3.0,24.0,0.0,100.0,56.6,8
13889013,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,85.0,100.0,88.5,9
29331915,100.0,100.0,95.0,84.0,18.0,60.0,24.0,0.0,0.0,0.0,48.1,7
20818529,100.0,90.0,100.0,90.0,55.0,89.0,0.0,60.0,0.0,57.0,64.1,8
43736747,100.0,90.0,100.0,48.0,35.0,0.0,20.0,55.0,35.0,0.0,48.3,8
97427902,100.0,97.0,64.0,95.0,100.0,100.0,98.0,100.0,100.0,100.0,95.4,10
77901366,100.0,100.0,100.0,100.0,100.0,86.0,76.0,100.0,100.0,100.0,96.2,10
49417477,90.0,100.0,100.0,80.0,87.0,100.0,49.0,100.0,100.0,0.0,80.6,9
13923218,100.0,100.0,100.0,70.0,85.0,44.0,26.0,33.0,0.0,71.0,62.9,9
16640820,100.0,0.0,96.0,32.0,59.0,100.0,61.0,84.0,35.0,75.0,64.2,9
23158909,100.0,100.0,100.0,90.0,100.0,33.0,60.0,70.0,0.0,41.0,69.4,9
26460428,100.0,100.0,100.0,100.0,64.0,67.0,51.0,58.0,0.0,0.0,64.0,8
84753489,100.0,100.0,100.0,88.0,100.0,64.0,100.0,100.0,0.0,37.0,78.9,9
34371289,100.0,0.0,56.0,40.0,36.0,44.0,0.0,20.0,0.0,15.0,31.1,7
29489924,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,0.0,100.0,89.0,9
45144205,100.0,100.0,100.0,90.0,75.0,76.0,48.0,85.0,100.0,90.0,86.4,10
84670111,100.0,100.0,100.0,100.0,94.0,84.0,94.0,100.0,100.0,100.0,97.2,10
90996365,100.0,82.0,99.0,70.0,89.0,99.0,85.0,70.0,25.0,40.0,75.9,10
64075942,100.0,100.0,67.0,100.0,90.0,100.0,85.0,100.0,75.0,100.0,91.7,10
