Student ID,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10
24014421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28613839,100.0,100.0,100.0,90.0,91.0,100.0,24.0,90.0,75.0,0.0
11435169,100.0,100.0,100.0,94.0,66.0,100.0,65.0,80.0,40.0,29.0
48251029,100.0,100.0,100.0,100.0,100.0,100.0,78.0,100.0,100.0,100.0
24642845,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32793157,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
53033989,25.0,40.0,44.0,70.0,49.0,44.0,40.0,95.0,0.0,0.0
45213749,100.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
97775926,100.0,0.0,100.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
76931823,100.0,86.0,99.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0
77783669,100.0,100.0,100.0,100.0,100.0,100.0,79.0,98.0,25.0,57.0
56197684,0.0,0.0,0.0,0.0,0.0,33.0,16.0,40.0,0.0,60.0
67563666,100.0,97.0,100.0,100.0,94.0,93.0,90.0,95.0,75.0,100.0
91799031,38.0,86.0,12.0,90.0,62.0,60.0,34.0,64.0,0.0,100.0
91779366,100.0,100.0,100.0,100.0,27.0,83.0,28.0,29.0,50.0,97.0
37503866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35282012,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0
18065078,100.0,100.0,100.0,100.0,82.0,100.0,100.0,100.0,0.0,71.0
79927954,100.0,100.0,100.0,90.0,100.0,100.0,94.0,100.0,75.0,43.0
49135579,38.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43426555,100.0,100.0,100.0,100.0,100.0,84.0,82.0,100.0,25.0,71.0
55898988,100.0,100.0,100.0,90.0,100.0,100.0,90.0,100.0,100.0,93.0
60042038,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,57.0
76615032,100.0,94.0,100.0,37.0,86.0,70.0,44.0,42.0,68.0,29.0
49152359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27228934,100.0,100.0,67.0,100.0,82.0,56.0,100.0,100.0,100.0,100.0
13969648,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
87868419,100.0,100.0,100.0,100.0,100.0,100.0,28.0,78.0,25.0,84.0
82478159,75.0,61.0,95.0,69.0,62.0,83.0,96.0,74.0,28.0,93.0
87937302,100.0,86.0,100.0,90.0,100.0,89.0,76.0,100.0,0.0,43.0
93258021,100.0,100.0,100.0,50.0,87.0,100.0,84.0,42.0,0.0,100.0
57357102,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13912660,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
49940417,100.0,99.0,100.0,83.0,63.0,77.0,40.0,15.0,80.0,99.0
68661280,0.0,93.0,100.0,88.0,80.0,100.0,32.0,72.0,100.0,0.0
54081596,100.0,100.0,100.0,100.0,82.0,100.0,97.0,100.0,100.0,100.0
81124900,100.0,69.0,100.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0
15748697,100.0,45.0,72.0,51.0,19.0,44.0,26.0,37.0,0.0,51.0
14056233,100.0,80.0,100.0,100.0,45.0,62.0,28.0,60.0,0.0,89.0
86849692,100.0,70.0,68.0,85.0,57.0,67.0,16.0,0.0,0.0,43.0
12172696,38.0,98.0,77.0,79.0,88.0,100.0,92.0,100.0,100.0,100.0
84637902,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
51931289,100.0,100.0,100.0,100.0,96.0,93.0,100.0,90.0,100.0,100.0
73949620,90.0,0.0,100.0,0.0,9.0,12.0,15.0,0.0,18.0,0.0
46247807,100.0,40.0,56.0,60.0,0.0,0.0,1.0,55.0,0.0,57.0
83442693,50.0,0.0,89.0,0.0,0.0,0.0,25.0,47.0,0.0,0.0
54093626,98.0,100.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
47555228,61.0,30.0,44.0,52.0,38.0,20.0,0.0,66.0,0.0,77.0
12883876,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.0
13606343,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0
80690307,100.0,67.0,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
47343059,100.0,90.0,56.0,89.0,100.0,69.0,66.0,70.0,0.0,100.0
32079179,75.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0
45468572,0.0,0.0,0.0,70.0,55.0,56.0,56.0,70.0,100.0,43.0
28152410,100.0,63.0,67.0,85.0,69.0,83.0,63.0,63.0,40.0,99.0
12177825,100.0,100.0,100.0,100.0,0.0,44.0,50.0,0.0,0.0,57.0
32063855,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,50.0,100.0
23811832,100.0,24.0,100.0,69.0,44.0,0.0,0.0,0.0,0.0,0.0
64173672,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
58441904,100.0,80.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0
22699641,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
71445998,56.0,46.0,100.0,68.0,87.0,100.0,53.0,68.0,0.0,0.0
13853407,86.0,97.0,95.0,81.0,0.0,93.0,93.0,100.0,100.0,29.0
17858319,100.0,100.0,70.0,100.0,92.0,96.0,52.0,74.0,75.0,86.0
54063073,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0
29138045,75.0,100.0,100.0,89.0,59.0,100.0,100.0,88.0,100.0,77.0
76830158,50.0,100.0,0.0,35.0,100.0,100.0,40.0,90.0,0.0,100.0
23775687,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0
53690925,100.0,100.0,81.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
40972553,97.0,96.0,64.0,98.0,83.0,0.0,0.0,17.0,0.0,0.0
22711334,94.0,66.0,58.0,47.0,77.0,96.0,44.0,65.0,0.0,80.0
75409861,100.0,80.0,67.0,70.0,82.0,61.0,37.0,40.0,0.0,100.0
63432844,100.0,100.0,100.0,100.0,100.0,86.0,60.0,100.0,75.0,86.0
86936692,100.0,50.0,70.0,30.0,0.0,22.0,0.0,0.0,0.0,7.0
88492644,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34344202,100.0,100.0,92.0,90.0,80.0,11.0,33.0,40.0,0.0,0.0
76513814,100.0,60.0,66.0,96.0,65.0,66.0,0.0,50.0,5.0,72.0
78199665,100.0,100.0,100.0,40.0,36.0,100.0,96.0,100.0,80.0,100.0
80039952,100.0,95.0,100.0,82.0,92.0,87.0,49.0,92.0,38.0,100.0
29301129,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0
26484165,100.0,100.0,100.0,100.0,50.0,100.0,86.0,99.0,100.0,100.0
41829309,100.0,44.0,41.0,84.0,92.0,27.0,40.0,39.0,5.0,0.0
97398591,100.0,100.0,100.0,100.0,89.0,56.0,100.0,100.0,100.0,100.0
29385358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60745414,0.0,74.0,100.0,100.0,67.0,83.0,56.0,88.0,68.0,26.0
27538054,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0
94381743,100.0,7.0,85.0,18.0,76.0,54.0,58.0,100.0,90.0,77.0
73498296,100.0,50.0,44.0,0.0,36.0,56.0,82.0,84.0,100.0,97.0
77780895,100.0,38.0,25.0,49.0,53.0,26.0,20.0,20.0,18.0,63.0
98740194,100.0,80.0,100.0,80.0,82.0,74.0,54.0,95.0,40.0,43.0
29910308,100.0,100.0,100.0,90.0,0.0,28.0,0.0,0.0,0.0,0.0
94594330,100.0,100.0,100.0,95.0,100.0,100.0,80.0,80.0,100.0,43.0
79275168,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,86.0
49803756,100.0,92.0,80.0,71.0,100.0,91.0,84.0,100.0,93.0,100.0
97193550,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
