mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3883645534515381,0.15036772524084446,0.014854764938354493,0.0012028343409849912,1.0,0.2,0.01,4,7,400,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 4, 'min_child_weight': 7, 'n_estimators': 400, 'subsample': 0.8}",-0.0008224748668053117,0.2520648072825249,0.36643172767132537,0.5843541279418822,0.59077936065138,0.35856150973606143,0.22157065377564236,11
0.33995800018310546,0.038847884977709746,0.014848804473876953,0.0017700726839215725,1.0,0.1,0.01,4,7,400,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 4, 'min_child_weight': 7, 'n_estimators': 400, 'subsample': 0.8}",-0.0008224748668053117,0.2520648072825249,0.36643172767132537,0.5843541279418822,0.59077936065138,0.35856150973606143,0.22157065377564236,11
0.32579383850097654,0.04535206096161218,0.014846992492675782,0.0015409829102109654,1.0,0.1,0.01,5,9,300,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 9, 'n_estimators': 300, 'subsample': 0.8}",0.00887835070363141,0.25396507336811913,0.358402490567746,0.5753992475476793,0.5928465877388114,0.35789834998519743,0.21685232528548426,13
0.3613407135009766,0.05023247149413649,0.016373729705810545,0.0015707758053318894,1.0,0.2,0.01,5,9,300,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 9, 'n_estimators': 300, 'subsample': 0.8}",0.00887835070363141,0.25396507336811913,0.358402490567746,0.5753986180292943,0.5928465877388114,0.35789822408152044,0.21685219900535796,14
0.3898476123809814,0.09363874007825623,0.026049089431762696,0.015889708907184483,1.0,0.2,0.01,5,7,300,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 300, 'subsample': 0.8}",0.008902906713730951,0.2554316953262219,0.35932150266913276,0.5755644601434772,0.5891127475857864,0.3576666624876698,0.2159340755316622,15
0.29895520210266113,0.016686866986779028,0.015617656707763671,0.0014498521329590782,1.0,0.1,0.01,5,7,300,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 300, 'subsample': 0.8}",0.008902906713730951,0.2554316953262219,0.35932150266913276,0.5755644601434772,0.5891127475857864,0.3576666624876698,0.2159340755316622,15
0.3896777629852295,0.0777938669306108,0.031426000595092776,0.034950933531506204,1.0,0.2,0.01,5,5,300,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 300, 'subsample': 0.8}",0.009387253363630998,0.2556706225016018,0.3595131989436633,0.5767794721710549,0.5867655307978856,0.3576232155555673,0.21550028031522458,17
0.30567336082458496,0.028247960442585734,0.01456904411315918,0.0008872372936350035,1.0,0.1,0.01,5,5,300,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 300, 'subsample': 0.8}",0.009387253363630998,0.2556706225016018,0.3595131989436633,0.5767794721710549,0.5867655307978856,0.3576232155555673,0.21550028031522458,17
0.4779486179351807,0.1141754118924851,0.020084619522094727,0.0039821526564237575,1.0,0.2,0.01,5,7,400,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.2, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 400, 'subsample': 0.8}",0.00045530873827082097,0.2474425352872125,0.3574781052836068,0.5793156675974529,0.5864063481977371,0.35421959302085604,0.21960876979927366,19
0.42546901702880857,0.021970953177162213,0.025548744201660156,0.012803915566816126,1.0,0.1,0.01,5,7,400,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 400, 'subsample': 0.8}",0.00045746395486534475,0.2474425352872125,0.3574781052836068,0.5793156675974529,0.5864027422437837,0.3542193028733843,0.21960731294479754,20
