Student ID,average_score,assessments_completed,performance_trend,risk_score,progress_in_semester,max_consecutive_misses
11344540,96.05,9,-6.08,42.15,0.9,0
11415937,71.53,8,-8.62,86.73,0.9,1
11619654,86.75,9,-18.04,27.38,0.9,0
12237308,93.96,9,-11.58,40.22,0.9,0
13434594,91.68,9,-2.28,56.41,0.9,0
13489175,98.74,9,-0.83,20.13,0.9,0
13584790,78.85,9,-19.01,49.04,0.9,0
14700855,92.63,9,-2.41,38.9,0.9,0
14859968,26.89,7,-26.98,87.55,0.9,2
16052899,90.29,9,-1.7,71.44,0.9,0
16112416,99.02,9,0.0,29.25,0.9,0
16153010,88.89,8,0.0,36.7,0.9,1
16367724,74.6,9,-8.91,60.94,0.9,0
16650465,68.21,7,-2.13,57.44,0.9,2
16729597,55.77,8,-8.9,81.59,0.9,1
17186416,99.64,9,0.0,52.87,0.9,0
17369011,76.32,9,-16.27,49.65,0.9,0
17650346,66.59,7,-17.37,60.35,0.9,2
17954135,77.89,9,-23.41,50.54,0.9,0
18021763,87.08,9,-18.87,64.53,0.9,0
18237587,50.59,6,-9.7,65.94,0.9,2
18256197,96.56,9,-0.6,44.93,0.9,0
18835220,56.44,7,-30.4,73.98,0.9,2
18864892,92.06,9,-17.85,55.96,0.9,0
19236487,16.78,3,5.0,32.2,0.9,4
19304298,90.38,9,-1.04,38.94,0.9,0
19514933,75.4,9,-17.86,58.95,0.9,0
19516358,100.0,9,0.0,17.37,0.9,0
19546495,79.38,9,-30.83,45.85,0.9,0
19581852,77.12,9,12.2,58.15,0.9,0
19758663,94.77,9,-10.88,31.52,0.9,0
20031894,100.0,9,0.0,43.95,0.9,0
20203060,96.03,9,8.93,64.8,0.9,0
20534390,81.18,9,-11.07,65.4,0.9,0
20774325,51.5,8,-26.09,71.72,0.9,1
21399574,86.4,9,-7.74,42.51,0.9,0
22069035,88.95,9,-11.6,42.03,0.9,0
22305824,100.0,9,0.0,20.08,0.9,0
22771717,0.0,0,0.0,43.16,0.9,9
23223428,54.97,8,-35.36,85.95,0.9,1
23706913,83.18,9,-16.35,63.08,0.9,0
24051593,95.48,9,1.83,65.61,0.9,0
24264303,88.98,9,-14.5,47.44,0.9,0
24602305,0.0,0,0.0,92.3,0.9,9
24667465,98.28,9,-3.88,34.37,0.9,0
24774049,76.76,9,-22.78,35.83,0.9,0
24829216,86.06,9,-16.64,42.45,0.9,0
24925539,100.0,9,0.0,16.91,0.9,0
25053710,95.3,9,-9.14,30.94,0.9,0
25199098,80.85,9,-9.11,49.57,0.9,0
25591540,67.59,7,-30.56,85.26,0.9,1
25624838,73.61,7,-12.5,49.3,0.9,1
26550709,64.73,8,-19.5,49.29,0.9,1
26822069,94.13,9,-13.21,29.63,0.9,0
26823453,95.83,9,-9.38,52.32,0.9,0
26829717,97.29,9,2.5,57.11,0.9,0
27183343,95.07,9,6.1,65.52,0.9,0
27219633,87.1,9,-8.94,39.89,0.9,0
27227646,84.86,9,-7.27,53.07,0.9,0
27276779,100.0,9,0.0,24.01,0.9,0
27811787,99.33,9,-1.5,25.1,0.9,0
27821042,100.0,9,0.0,23.78,0.9,0
28157718,53.23,6,-15.5,88.5,0.9,3
28747258,90.68,9,18.98,22.8,0.9,0
28851363,100.0,9,0.0,31.63,0.9,0
29180761,61.42,9,-17.05,74.93,0.9,0
29219341,97.47,9,2.5,21.08,0.9,0
29238104,100.0,9,0.0,2.88,0.9,0
29619407,67.88,9,-27.19,75.52,0.9,0
29965095,91.56,9,-4.22,33.03,0.9,0
30245378,82.8,9,4.84,40.04,0.9,0
30404921,88.89,8,0.0,31.36,0.9,1
30574788,22.22,2,0.0,98.0,0.9,6
30659534,50.67,6,-15.02,58.12,0.9,2
30938596,89.06,9,-8.72,47.07,0.9,0
31044070,92.07,9,4.17,54.25,0.9,0
31288217,82.19,9,-7.99,41.94,0.9,0
31331355,85.45,8,-0.6,79.35,0.9,1
31466812,84.05,9,8.25,60.92,0.9,0
31483285,79.36,8,-11.11,47.25,0.9,1
31604156,93.85,9,-11.7,72.87,0.9,0
31619745,92.59,9,-16.67,72.7,0.9,0
31655246,83.36,9,-15.15,76.71,0.9,0
31707417,60.47,9,-19.49,78.73,0.9,0
31783869,74.56,9,-15.39,67.87,0.9,0
31870945,66.29,8,-28.85,58.27,0.9,1
32050733,98.24,9,-2.54,47.44,0.9,0
32199265,90.95,9,-13.22,35.25,0.9,0
32202479,35.53,7,-31.43,81.46,0.9,2
32534085,70.34,9,-18.62,69.31,0.9,0
32634975,38.86,8,-18.89,85.28,0.9,1
32712383,92.0,9,-3.26,60.73,0.9,0
32751216,92.83,9,-4.28,41.19,0.9,0
32779192,14.52,3,-95.0,97.0,0.9,4
32973698,93.42,9,-14.81,11.26,0.9,0
