Student ID,average_score,assessments_completed,performance_trend,risk_score,progress_in_semester,max_consecutive_misses
11344540,98.4,7,-3.73,42.15,0.7,0
11415937,71.73,6,-10.71,86.73,0.7,1
11619654,88.3,7,-18.79,27.38,0.7,0
12237308,96.5,7,-8.17,40.22,0.7,0
13434594,91.02,7,-6.9,56.41,0.7,0
13489175,98.86,7,-2.67,20.13,0.7,0
13584790,81.42,7,-17.13,49.04,0.7,0
14700855,95.23,7,2.86,38.9,0.7,0
14859968,25.53,5,-55.0,87.55,0.7,2
16052899,88.89,7,-5.74,71.44,0.7,0
16112416,98.74,7,-2.93,29.25,0.7,0
16153010,100.0,7,0.0,36.7,0.7,0
16367724,72.44,7,-23.06,60.94,0.7,0
16650465,87.7,7,-2.13,57.44,0.7,0
16729597,63.66,7,-9.98,81.59,0.7,0
17186416,99.54,7,-1.07,52.87,0.7,0
17369011,77.36,7,-26.22,49.65,0.7,0
17650346,78.76,6,-6.7,60.35,0.7,1
17954135,84.15,7,-17.99,50.54,0.7,0
18021763,90.89,7,-15.93,64.53,0.7,0
18237587,65.04,6,-9.7,65.94,0.7,1
18256197,97.96,7,4.76,44.93,0.7,0
18835220,72.57,7,-30.4,73.98,0.7,0
18864892,93.61,7,-14.92,55.96,0.7,0
19236487,21.57,3,5.0,32.2,0.7,2
19304298,89.1,7,-15.14,38.94,0.7,0
19514933,75.76,7,-30.85,58.95,0.7,0
19516358,100.0,7,0.0,17.37,0.7,0
19546495,82.05,7,-21.64,45.85,0.7,0
19581852,77.89,7,19.59,58.15,0.7,0
19758663,97.77,7,-5.2,31.52,0.7,0
20031894,100.0,7,0.0,43.95,0.7,0
20203060,94.9,7,7.24,64.8,0.7,0
20534390,84.08,7,-17.29,65.4,0.7,0
20774325,50.18,6,-61.0,71.72,0.7,1
21399574,84.9,7,-21.43,42.51,0.7,0
22069035,91.01,7,-10.89,42.03,0.7,0
22305824,100.0,7,0.0,20.08,0.7,0
22771717,0.0,0,0.0,43.16,0.7,7
23223428,57.82,6,-23.81,85.95,0.7,1
23706913,87.14,7,-15.89,63.08,0.7,0
24051593,96.57,7,3.33,65.61,0.7,0
24264303,94.11,7,-13.73,47.44,0.7,0
24602305,0.0,0,0.0,92.3,0.7,7
24667465,98.93,7,-2.5,34.37,0.7,0
24774049,82.29,7,-23.33,35.83,0.7,0
24829216,90.41,7,-8.75,42.45,0.7,0
24925539,100.0,7,0.0,16.91,0.7,0
25053710,97.48,7,-3.96,30.94,0.7,0
25199098,82.47,7,-14.39,49.57,0.7,0
25591540,64.29,5,-25.0,85.26,0.7,1
25624838,80.36,6,-12.5,49.3,0.7,1
26550709,72.27,6,-7.56,49.29,0.7,1
26822069,94.93,7,-11.83,29.63,0.7,0
26823453,94.64,7,-12.5,52.32,0.7,0
26829717,96.51,7,-4.8,57.11,0.7,0
27183343,93.66,7,-1.33,65.52,0.7,0
27219633,88.18,7,-10.54,39.89,0.7,0
27227646,89.35,7,4.19,53.07,0.7,0
27276779,100.0,7,0.0,24.01,0.7,0
27811787,100.0,7,0.0,25.1,0.7,0
27821042,100.0,7,0.0,23.78,0.7,0
28157718,68.43,6,-15.5,88.5,0.7,1
28747258,88.01,7,11.3,22.8,0.7,0
28851363,100.0,7,0.0,31.63,0.7,0
29180761,62.18,7,-30.43,74.93,0.7,0
29219341,96.74,7,-4.27,21.08,0.7,0
29238104,100.0,7,0.0,2.88,0.7,0
29619407,79.12,7,-0.75,75.52,0.7,0
29965095,93.96,7,-1.87,33.03,0.7,0
30245378,82.27,7,0.15,40.04,0.7,0
30404921,100.0,7,0.0,31.36,0.7,0
30574788,28.57,2,0.0,98.0,0.7,4
30659534,57.15,5,-25.25,58.12,0.7,2
30938596,92.46,7,-0.81,47.07,0.7,0
31044070,93.71,7,14.67,54.25,0.7,0
31288217,82.71,7,-17.96,41.94,0.7,0
31331355,83.67,6,4.76,79.35,0.7,1
31466812,84.25,7,0.64,60.92,0.7,0
31483285,91.62,7,-11.22,47.25,0.7,0
31604156,99.39,7,1.43,72.87,0.7,0
31619745,96.43,7,-8.33,72.7,0.7,0
31655246,84.92,7,-22.81,76.71,0.7,0
31707417,62.43,7,-24.54,78.73,0.7,0
31783869,80.06,7,-7.67,67.87,0.7,0
31870945,64.99,6,-41.69,58.27,0.7,1
32050733,97.73,7,-3.38,47.44,0.7,0
32199265,94.39,7,-3.57,35.25,0.7,0
32202479,36.6,5,-16.13,81.46,0.7,2
32534085,69.56,7,-40.87,69.31,0.7,0
32634975,45.59,7,-22.19,85.28,0.7,0
32712383,93.62,7,-5.37,60.73,0.7,0
32751216,94.54,7,-2.93,41.19,0.7,0
32779192,17.96,2,-74.29,97.0,0.7,4
32973698,91.54,7,-19.75,11.26,0.7,0
33025706,56.83,7,-50.39,67.02,0.7,0
33584628,68.4,6,-31.82,74.73,0.7,1
34026803,33.55,6,-7.4,90.16,0.7,1
34085243,78.94,7,-21.8,87.35,0.7,0
34106098,67.53,6,-15.21,62.8,0.7,1
34435608,18.57,2,-30.0,96.92,0.7,5
34534147,81.08,7,15.0,74.94,0.7,0
34826933,91.54,7,-19.75,40.9,0.7,0
34836465,100.0,7,0.0,26.53,0.7,0
35195294,91.88,7,-15.06,22.09,0.7,0
35228724,52.92,7,-34.98,84.41,0.7,0
35638989,74.98,7,-34.33,82.49,0.7,0
35693299,88.34,7,-24.34,62.61,0.7,0
35961483,100.0,7,0.0,70.23,0.7,0
36207660,95.51,7,-9.67,35.63,0.7,0
36559567,65.56,7,-37.88,65.8,0.7,0
37615874,79.05,7,-31.35,59.83,0.7,0
37802285,84.57,7,4.94,37.64,0.7,0
37949742,92.96,7,-7.57,72.99,0.7,0
39057051,84.24,7,-12.77,70.81,0.7,0
39072447,55.97,6,-5.58,60.91,0.7,1
39591036,14.29,1,0.0,99.0,0.7,6
39671270,72.24,6,31.43,65.9,0.7,1
40745362,94.14,7,-8.33,47.58,0.7,0
41018065,34.8,5,-41.79,86.09,0.7,1
41238410,65.24,5,-16.67,77.71,0.7,1
41238817,94.96,7,-5.5,71.72,0.7,0
41392674,81.53,7,4.83,71.61,0.7,0
41437101,95.96,7,-9.42,31.5,0.7,0
41749388,97.66,7,-5.45,16.93,0.7,0
41886521,100.0,7,0.0,14.78,0.7,0
42625208,76.24,7,-8.03,45.02,0.7,0
42705350,67.34,7,-53.83,64.08,0.7,0
42843256,100.0,7,0.0,24.29,0.7,0
43867886,93.79,7,0.83,58.51,0.7,0
44140322,77.58,6,-1.83,65.25,0.7,1
44415509,86.32,7,-8.4,46.85,0.7,0
44435353,79.58,7,-2.12,47.41,0.7,0
44697524,89.49,7,1.19,74.29,0.7,0
45239869,89.12,7,6.75,58.12,0.7,0
45411597,72.94,6,-7.89,78.35,0.7,1
45581496,80.82,6,-1.9,37.82,0.7,1
46089625,67.66,7,-32.17,76.36,0.7,0
46149948,77.49,7,-18.49,39.47,0.7,0
46298750,79.65,6,-12.25,64.62,0.7,1
47053476,91.39,7,-14.75,30.94,0.7,0
47812491,78.94,7,12.48,57.89,0.7,0
48064815,83.84,7,-18.97,43.44,0.7,0
48200382,25.85,3,-85.71,92.67,0.7,4
48342530,85.48,7,7.37,73.38,0.7,0
48536684,100.0,7,0.0,18.05,0.7,0
49306699,53.02,6,-36.52,86.69,0.7,1
49456196,96.36,7,-8.5,34.54,0.7,0
51597404,100.0,7,0.0,15.14,0.7,0
51748245,100.0,7,0.0,30.7,0.7,0
52010981,55.53,6,-29.65,74.01,0.7,1
52139328,100.0,7,0.0,36.89,0.7,0
52796411,69.09,7,11.69,60.69,0.7,0
52819296,74.41,7,-33.87,67.73,0.7,0
52889027,98.0,7,0.0,32.08,0.7,0
53522318,69.81,7,-31.46,63.05,0.7,0
53690948,96.01,7,-1.69,58.59,0.7,0
53990039,83.57,7,-5.9,63.31,0.7,0
