Student ID,average_score,assessments_completed,performance_trend
8698764,100.0,3,0.0
10288456,0.0,0,0.0
10476677,83.33,3,50.0
10700295,96.0,3,0.0
11040511,52.0,2,-44.0
11175690,93.33,3,0.0
11280583,41.67,2,25.0
11294309,67.33,3,-46.0
11387327,0.0,0,0.0
11435169,100.0,3,0.0
11720062,100.0,3,0.0
11932445,100.0,3,0.0
11968244,51.67,2,-45.0
12172696,71.0,3,39.0
12177825,100.0,3,0.0
12230549,82.33,3,50.0
12241102,100.0,3,0.0
12302791,100.0,3,0.0
12385441,100.0,3,0.0
12441578,96.33,3,-11.0
12584561,95.33,3,0.0
12883876,100.0,3,0.0
13124171,65.67,3,-43.0
13148647,100.0,3,0.0
13205082,50.67,3,-29.0
13606343,100.0,3,0.0
13845265,99.0,3,0.0
13853407,92.67,3,9.0
13889013,100.0,3,0.0
13891162,39.67,2,-7.0
13902965,96.33,3,-11.0
13912660,100.0,3,0.0
13923218,100.0,3,0.0
13969648,100.0,3,0.0
14023706,100.0,3,0.0
14036427,96.33,3,-11.0
14056233,93.33,3,0.0
14123987,96.0,3,12.0
14532650,100.0,3,0.0
14618318,100.0,3,0.0
14804335,100.0,3,0.0
14882960,100.0,3,0.0
14883984,52.33,3,2.0
15030415,100.0,3,0.0
15168545,100.0,3,0.0
15446974,39.0,3,-1.0
15711707,92.0,3,-24.0
15748697,72.33,3,-28.0
16013789,100.0,3,0.0
16238312,100.0,3,0.0
16459971,46.67,3,4.0
16468243,100.0,3,0.0
16640820,65.33,2,-4.0
16984312,100.0,3,0.0
17400417,66.67,2,0.0
17513375,100.0,3,0.0
17744422,37.33,3,-77.0
17858319,90.0,3,-30.0
17959599,87.0,3,-29.0
17996963,100.0,3,0.0
18065078,100.0,3,0.0
18094987,100.0,3,0.0
18280022,95.33,3,0.0
18320642,85.33,3,-44.0
18416579,85.33,3,-44.0
18513744,86.67,3,0.0
18772021,100.0,3,0.0
18884292,33.33,1,0.0
18953844,93.33,3,0.0
19328111,71.0,3,-87.0
19468959,60.67,3,-12.0
19620947,85.33,3,-44.0
19880196,69.67,3,-1.0
20248719,93.33,3,0.0
20679724,46.67,2,-60.0
20743976,66.67,2,0.0
20818529,96.67,3,0.0
21002121,84.0,3,0.0
21452781,0.0,0,0.0
21585127,100.0,3,0.0
21815986,66.67,3,29.0
21874749,100.0,3,0.0
21910507,96.67,3,10.0
22105353,100.0,3,0.0
22272253,100.0,3,0.0
22290486,100.0,3,0.0
22313524,33.33,1,0.0
22699641,100.0,3,0.0
22711334,72.67,3,-36.0
22731950,86.67,3,37.0
23061621,63.33,3,-41.0
23158909,100.0,3,0.0
23775687,100.0,3,0.0
23811832,74.67,3,0.0
24014421,0.0,0,0.0
24073770,100.0,3,0.0
24642845,100.0,3,0.0
25024418,99.33,3,2.0
25979893,65.67,2,-3.0
25992894,75.33,3,28.0
26013074,100.0,3,0.0
26456552,68.33,3,-1.0
26460428,100.0,3,0.0
26484165,100.0,3,0.0
26832681,90.33,3,-9.0
27228934,89.0,3,-33.0
27285481,0.0,0,0.0
27325452,93.33,3,0.0
27538054,100.0,3,0.0
28109761,100.0,3,0.0
28152410,76.67,3,-33.0
28355991,52.0,2,-44.0
28613839,100.0,3,0.0
28754240,100.0,3,0.0
28916910,100.0,3,0.0
28993185,16.67,1,0.0
29029987,100.0,3,0.0
29138045,91.67,3,25.0
29195474,48.33,3,-4.0
29301129,100.0,3,0.0
29331915,98.33,3,-5.0
29351898,40.67,3,26.0
29385358,0.0,0,0.0
29444926,100.0,3,0.0
29489924,100.0,3,0.0
29795251,91.67,3,-25.0
29910308,100.0,3,0.0
30166785,100.0,3,0.0
30206107,84.33,3,-44.0
30336956,57.67,2,-27.0
30717488,100.0,3,0.0
30734738,100.0,3,0.0
30743853,94.33,3,-12.0
30851750,83.33,3,28.0
30993222,90.0,3,0.0
31144339,100.0,3,0.0
31446992,75.33,3,-44.0
31664592,85.33,3,-44.0
31775286,100.0,3,0.0
31893038,0.0,0,0.0
31931305,89.0,3,-9.0
31988752,100.0,3,0.0
32063855,100.0,3,0.0
32079179,91.67,3,25.0
32150780,100.0,3,0.0
32301635,100.0,3,0.0
32320940,99.33,3,0.0
32600799,100.0,3,0.0
32670174,14.33,1,0.0
32793157,100.0,3,0.0
33021789,100.0,3,0.0
33373565,0.0,0,0.0
