Student ID,average_score,assessments_completed,performance_trend
49803756,91.1,10,5.0
49806843,55.0,9,-48.5
49820973,50.0,7,-12.67
49843368,28.2,5,-62.5
49843807,81.8,10,-7.2
49940417,75.6,10,-26.8
50077980,41.1,8,0.25
50192240,100.0,10,0.0
50301485,89.4,10,-13.2
50371858,67.4,9,-9.75
50419199,24.0,5,-43.5
50640627,100.0,10,0.0
51204596,79.7,10,19.4
51245704,100.0,10,0.0
51249407,90.6,10,6.8
51313926,68.8,8,-28.0
51315077,79.2,10,-4.0
51341397,69.0,9,-19.25
51559349,100.0,10,0.0
51596177,88.0,10,-2.0
51666805,98.0,10,-4.0
51931289,97.9,10,-2.6
51984127,100.0,10,0.0
52003280,100.0,10,0.0
52273626,100.0,10,0.0
52689053,80.3,9,-24.25
52701053,99.6,10,0.8
53033989,40.7,8,12.25
53220917,100.0,10,0.0
53637669,84.9,9,-9.75
53679865,98.2,10,3.6
53690925,88.1,9,4.75
53901476,82.9,10,-6.2
53905435,60.6,8,-5.0
54063073,99.7,10,0.6
54081596,97.9,10,3.0
54083433,71.2,9,24.5
54093626,97.6,10,4.8
54183175,36.3,6,32.33
54202295,67.5,10,33.4
54272087,61.7,9,-7.75
55094480,77.7,9,-30.25
55277330,58.3,9,-31.75
55418801,88.9,9,-2.75
55621442,47.5,5,-5.5
55898988,97.3,10,-1.4
55965532,64.4,8,-30.5
55973104,75.7,9,-6.0
56044324,46.1,9,25.0
56197684,14.9,4,25.5
56227389,62.0,8,-20.0
56340396,97.2,10,-2.4
56472638,98.0,10,-4.0
56634669,100.0,10,0.0
56890291,60.5,9,-25.5
57005216,1.9,1,0.0
57282663,18.2,3,42.0
57325329,13.1,4,-34.5
57357102,100.0,10,0.0
57372970,78.1,10,-29.0
57814323,63.1,8,-37.25
58128136,52.7,9,-64.0
58441904,97.4,10,2.8
58555565,29.2,3,0.0
58740203,10.0,1,0.0
58877207,72.1,9,-15.5
58887597,81.3,9,-19.75
59125777,84.9,9,-10.75
59128100,99.5,10,-1.0
59226246,95.0,10,10.0
59293621,100.0,10,0.0
59338005,74.4,9,-37.25
59524742,46.4,7,-54.67
59715668,29.0,5,-8.0
59897937,70.8,10,4.4
60042038,94.7,10,-10.6
60054282,45.8,8,-40.5
60182001,91.2,10,10.4
60745414,66.2,9,-25.75
60813480,11.6,4,2.0
60861463,78.9,10,6.2
61051356,88.9,9,-2.5
61329673,100.0,10,0.0
61412453,100.0,10,0.0
61553683,72.5,10,-16.6
61861882,73.5,9,-36.5
61943620,10.0,1,0.0
62046439,85.8,10,-8.8
62220404,87.9,10,-24.2
62605871,67.4,9,-53.25
63180180,97.0,10,-6.0
63378634,94.3,10,-11.4
63432844,90.7,10,-18.6
64075942,91.7,10,0.6
64173672,100.0,10,0.0
64316426,98.8,10,2.4
64549122,91.8,10,-12.4
64609448,48.9,9,-14.25
64723117,44.4,9,-28.25
64734377,66.4,10,-9.6
64785805,57.1,8,-23.25
65115725,15.3,2,-45.0
65441128,12.2,3,-98.0
65577314,94.8,10,-6.8
65958403,86.6,10,-26.8
66131761,43.1,7,-56.33
66252940,90.5,10,-13.0
66437072,86.9,9,-7.75
66723966,48.6,9,2.5
67254598,82.4,10,-9.2
67413804,45.5,9,-45.0
67563666,94.4,10,-7.6
67714530,14.6,3,-25.0
68074530,60.5,10,-31.8
68123853,73.0,10,-4.8
68138284,53.2,10,4.4
68439715,77.9,9,-18.75
68661280,66.5,8,-14.25
68877111,92.9,10,-7.0
69085025,78.9,9,0.0
69444875,75.0,10,-39.6
69631998,94.7,10,-2.6
69780409,26.0,4,0.0
70086521,79.9,10,-8.2
70246117,100.0,10,0.0
70335619,63.1,8,-42.25
70370127,82.7,9,-18.25
70486795,70.8,9,-1.5
70526424,77.7,9,-23.25
70537205,52.9,10,-43.0
71058846,60.8,8,-7.0
71154497,68.7,9,-31.0
71445998,57.8,8,9.5
71563189,98.0,10,-4.0
71580428,65.2,10,-13.2
71830478,100.0,10,0.0
72056551,96.6,10,-6.8
72290424,76.5,10,-42.2
72415446,96.7,10,-6.6
72433921,99.4,10,-1.2
72623279,21.6,6,-6.0
72692928,14.6,6,-0.67
72729148,89.6,9,1.0
72777338,96.3,10,-2.6
73381689,67.2,10,6.4
73496760,81.4,10,4.4
73498296,64.9,9,33.25
73625555,80.3,10,-5.4
73635110,78.9,10,-29.4
73949620,24.4,6,-51.33
74247101,83.2,9,10.0
74401839,78.4,10,-10.8
74411086,67.5,9,-23.25
74467121,99.0,10,2.0
75006835,76.0,10,-11.6
75033531,27.1,6,-7.0
75163235,21.7,8,-3.75
75234910,95.6,10,-3.6
75409861,63.7,9,-19.75
75637165,76.3,10,-21.4
75640034,60.8,9,10.5
76194983,79.8,10,-2.4
76513814,58.0,9,-32.25
76582161,68.8,10,-17.2
76615032,67.0,10,-32.8
76691322,62.7,8,-26.25
76830158,61.5,8,11.25
76931823,32.4,5,-73.5
77330996,27.2,6,-62.0
77471025,92.5,10,-15.0
77473690,13.4,6,-3.33
77780895,41.2,10,-23.6
77783669,85.9,10,-28.2
77901366,96.2,10,-7.6
77958105,93.2,10,-9.2
78199665,85.2,10,20.0
78401128,42.3,9,-21.0
78534290,93.1,10,-4.6
78735752,98.9,10,-2.2
79087907,92.6,10,-4.0
79275168,96.1,10,-7.8
79670982,56.0,9,-41.0
79927954,90.2,10,-15.6
80039952,83.5,10,-20.6
80120692,51.3,9,-65.25
80667580,53.3,9,-51.25
80690307,29.0,4,-22.0
80960369,56.8,8,-53.0
81097533,56.5,8,-58.75
81124900,36.0,5,-39.0
81200570,86.4,9,1.0
81499042,89.9,10,-6.2
81532511,46.1,7,-39.67
81561751,99.3,10,-1.4
81734132,19.6,3,-14.0
81769123,87.6,10,-3.6
81811643,95.5,10,-7.8
81957314,67.1,10,-28.6
82002923,46.9,7,-35.67
82214753,96.4,10,-7.2
82286975,100.0,10,0.0
82380239,86.3,10,-17.8
82478159,73.6,10,2.4
82500610,11.8,3,-90.0
82554050,92.9,10,-1.4
82996017,50.8,8,27.0
83078402,100.0,10,0.0
83083224,83.2,10,-21.6
83442693,21.1,4,-33.5
83496795,100.0,10,0.0
83811033,89.2,10,-3.2
84129199,75.1,10,-16.6
84581194,41.9,5,-38.5
84637902,100.0,10,0.0
84670111,97.2,10,-3.2
84753489,78.9,9,-21.75
85258615,0.1,1,0.0
85696727,88.7,10,15.8
86124581,83.6,10,-32.8
86253272,100.0,10,0.0
86325753,94.2,10,-11.6
86703236,60.8,8,-46.5
86849692,50.6,8,-35.0
86936692,27.9,6,-53.67
87098918,43.5,9,-16.75
87452756,83.7,10,13.0
87868419,81.5,10,-37.0
87937302,78.4,9,-17.0
88094627,99.2,10,0.4
88103879,58.4,10,-30.4
88261711,38.9,10,-29.8
88492644,5.1,1,0.0
88678732,100.0,10,0.0
88962100,100.0,10,0.0
89070671,94.5,10,-4.2
89340541,85.9,10,-19.0
89490222,68.4,10,-24.8
89516281,98.9,10,2.2
89660073,23.5,4,-31.5
90239774,90.9,10,-2.6
90636857,47.3,6,42.33
90834231,28.6,6,-44.67
90996365,75.9,10,-24.2
91016743,94.5,10,-7.8
91106388,99.9,10,0.2
91435409,94.9,10,-0.2
91544606,70.9,10,-19.4
91656080,59.6,10,38.4
91779366,71.4,10,-28.0
91799031,54.6,9,8.0
92121028,94.6,10,-10.8
92157513,77.3,10,-30.6
92244107,74.6,9,-17.0
92462943,71.3,9,-34.25
92536739,77.4,9,-9.0
93258021,76.3,9,-6.0
93641353,66.3,9,-48.75
93947522,7.8,3,-42.0
94039775,45.3,8,-39.25
94059794,92.6,10,-2.8
94184069,66.7,9,-25.25
94193537,100.0,10,0.0
94334509,62.3,7,-25.67
94343900,98.9,10,2.2
94381743,66.5,10,18.6
94594330,89.8,10,-18.4
94651334,75.8,8,-10.5
94695963,85.9,10,-28.2
94824610,58.3,9,-40.25
94871750,84.9,10,-2.6
94998106,86.2,10,-6.0
95524924,92.5,10,-9.8
95975416,39.5,7,-72.33
95977109,47.3,9,-15.75
96346768,85.4,10,7.2
96527044,8.0,1,0.0
96584519,69.7,8,-19.75
96631030,99.7,10,0.6
96754197,89.0,9,-2.5
96939852,56.1,8,16.75
96984816,69.9,8,-20.25
97166205,67.6,10,-44.0
97193550,100.0,10,0.0
97398591,94.5,10,-6.6
97427902,95.4,10,8.4
97448009,97.7,10,-3.4
97775926,27.3,3,-27.0
97998433,64.7,9,-7.0
98067951,86.7,10,-3.0
98168038,66.6,9,-20.25
98530304,20.7,4,11.5
98615098,85.8,10,-28.4
98726176,75.6,9,-32.5
98740194,74.8,10,-27.2
98777618,55.4,7,-42.67
99009367,83.9,10,-5.8
99046614,96.2,10,-4.4
99218881,89.4,10,-17.6
99403012,98.1,10,-0.2
99435901,100.0,10,0.0
99958938,62.2,8,-24.5
