Student ID,average_score,assessments_completed,performance_trend
8698764,100.0,2,0.0
10288456,0.0,0,0.0
10476677,75.0,2,50.0
10700295,94.0,2,-12.0
11040511,50.0,1,0.0
11175690,90.0,2,-20.0
11280583,25.0,1,0.0
11294309,79.0,2,-22.0
11387327,0.0,0,0.0
11435169,100.0,2,0.0
11720062,100.0,2,0.0
11932445,100.0,2,0.0
11968244,50.0,1,0.0
12172696,68.0,2,60.0
12177825,100.0,2,0.0
12230549,73.5,2,47.0
12241102,100.0,2,0.0
12302791,100.0,2,0.0
12385441,100.0,2,0.0
12441578,100.0,2,0.0
12584561,93.0,2,-14.0
12883876,100.0,2,0.0
13124171,70.0,2,-60.0
13148647,100.0,2,0.0
13205082,53.0,2,-44.0
13606343,100.0,2,0.0
13845265,98.5,2,-3.0
13853407,91.5,2,11.0
13889013,100.0,2,0.0
13891162,31.5,1,0.0
13902965,100.0,2,0.0
13912660,100.0,2,0.0
13923218,100.0,2,0.0
13969648,100.0,2,0.0
14023706,100.0,2,0.0
14036427,100.0,2,0.0
14056233,90.0,2,-20.0
14123987,94.0,2,12.0
14532650,100.0,2,0.0
14618318,100.0,2,0.0
14804335,100.0,2,0.0
14882960,100.0,2,0.0
14883984,51.5,2,-1.0
15030415,100.0,2,0.0
15168545,100.0,2,0.0
15446974,43.5,2,25.0
15711707,100.0,2,0.0
15748697,72.5,2,-55.0
16013789,100.0,2,0.0
16238312,100.0,2,0.0
16459971,43.0,2,-14.0
16468243,100.0,2,0.0
16640820,50.0,1,0.0
16984312,100.0,2,0.0
17400417,50.0,1,0.0
17513375,100.0,2,0.0
17744422,50.5,2,-75.0
17858319,100.0,2,0.0
17959599,95.0,2,-10.0
17996963,100.0,2,0.0
18065078,100.0,2,0.0
18094987,100.0,2,0.0
18280022,93.0,2,-14.0
18320642,100.0,2,0.0
18416579,100.0,2,0.0
18513744,80.0,2,-40.0
18772021,100.0,2,0.0
18884292,0.0,0,0.0
18953844,90.0,2,-20.0
19328111,100.0,2,0.0
19468959,58.5,2,-37.0
19620947,100.0,2,0.0
19880196,55.0,2,-90.0
20248719,90.0,2,-20.0
20679724,70.0,2,-60.0
