Student ID,average_score,assessments_completed,performance_trend
8698764,78.8,5,-53.0
10288456,0.0,0,0.0
10476677,88.6,5,21.5
10700295,75.4,4,0.5
11040511,31.2,2,-44.0
11175690,77.6,5,-36.0
11280583,40.2,4,-24.5
11294309,66.4,5,-14.0
11387327,0.0,0,0.0
11435169,92.0,5,-20.0
11720062,100.0,5,0.0
11932445,98.2,5,-4.5
11968244,58.2,4,-9.5
12172696,76.0,5,15.5
12177825,80.0,4,0.0
12230549,82.2,5,8.5
12241102,100.0,5,0.0
12302791,95.8,5,-10.5
12385441,87.8,5,-30.5
12441578,97.0,5,-2.0
12584561,84.8,5,-24.0
12883876,100.0,5,0.0
13124171,50.8,5,-41.5
13148647,100.0,5,0.0
13205082,43.6,5,-20.0
13606343,100.0,5,0.0
13845265,85.2,5,-34.0
13853407,71.8,4,-3.5
13889013,100.0,5,0.0
13891162,31.0,4,-41.5
13902965,84.2,5,-34.0
13912660,100.0,5,0.0
13923218,91.0,5,-22.5
13969648,100.0,5,0.0
14023706,95.0,5,-12.5
14036427,73.2,4,-17.0
14056233,85.0,5,-17.5
14123987,96.0,5,2.0
14532650,89.0,5,-27.5
14618318,100.0,5,0.0
14804335,100.0,5,0.0
14882960,94.4,5,-14.0
14883984,55.6,5,9.0
15030415,100.0,5,0.0
15168545,100.0,5,0.0
15446974,38.8,5,-5.0
15711707,77.8,5,-43.5
15748697,57.4,5,-37.5
16013789,80.0,4,0.0
16238312,100.0,5,0.0
16459971,45.4,4,27.5
16468243,97.4,5,-6.5
16640820,57.4,4,-52.5
16984312,100.0,5,0.0
17400417,51.6,4,-71.0
17513375,100.0,5,0.0
17744422,33.4,5,-23.0
17858319,92.4,5,-4.0
17959599,90.4,5,0.5
17996963,100.0,5,0.0
18065078,96.4,5,-9.0
18094987,100.0,5,0.0
18280022,77.8,5,-41.5
18320642,67.2,5,-60.0
18416579,88.2,5,-7.5
18513744,66.0,5,-45.0
18772021,100.0,5,0.0
18884292,36.4,2,-18.0
18953844,75.4,5,-41.5
19328111,59.0,4,-52.5
19468959,50.4,4,9.0
19620947,85.0,5,-15.5
19880196,41.8,3,-1.0
20248719,82.6,5,-23.5
20679724,28.0,2,-60.0
20743976,72.0,4,-20.0
20818529,87.0,5,-22.5
21002121,85.0,5,10.5
21452781,0.0,0,0.0
21585127,97.8,5,-5.5
21815986,50.4,5,-24.0
21874749,100.0,5,0.0
21910507,98.0,5,5.0
22105353,90.2,5,-24.5
22272253,100.0,5,0.0
22290486,87.2,5,-32.0
22313524,20.0,1,0.0
22699641,100.0,5,0.0
22711334,68.4,5,-18.0
22731950,77.0,5,-17.5
23061621,57.8,5,-16.0
23158909,98.0,5,-5.0
23775687,100.0,5,0.0
23811832,67.4,5,-5.5
24014421,0.0,0,0.0
24073770,100.0,5,0.0
24642845,80.0,4,0.0
25024418,98.4,5,-2.0
25979893,62.6,4,-40.5
25992894,63.0,5,-29.5
26013074,99.4,5,-1.5
26456552,77.0,5,37.0
26460428,92.8,5,-18.0
26484165,90.0,5,-25.0
26832681,93.4,5,8.0
27228934,89.8,5,-9.0
27285481,0.0,0,0.0
27325452,81.2,5,-27.0
27538054,100.0,5,0.0
28109761,90.0,5,-25.0
28152410,76.8,5,-4.5
28355991,47.2,3,-20.0
28613839,96.2,5,-9.5
28754240,98.0,5,-5.0
28916910,94.6,5,-13.5
28993185,10.0,1,0.0
29029987,99.0,5,-2.5
29138045,84.6,5,-13.5
29195474,32.4,5,-41.0
29301129,100.0,5,0.0
29331915,79.4,5,-49.0
29351898,36.2,5,0.5
29385358,0.0,0,0.0
29444926,100.0,5,0.0
29489924,98.0,5,-5.0
29795251,91.0,5,-10.0
29910308,78.0,4,-5.0
30166785,100.0,5,0.0
30206107,77.4,5,-31.5
30336956,61.6,4,-19.0
30717488,96.0,5,-10.0
30734738,99.2,5,-2.0
30743853,87.8,5,-19.5
30851750,89.2,5,17.5
30993222,82.4,5,-14.0
31144339,94.8,5,-13.0
31446992,77.6,5,-4.0
31664592,82.8,5,-21.0
31775286,90.8,5,-23.0
31893038,5.6,1,0.0
31931305,53.4,3,-9.0
31988752,98.0,5,-5.0
32063855,99.4,5,-1.5
32079179,95.0,5,12.5
