Student ID,TOTAL,Lab 1,Lab 2 ,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10
a261a3b1d85776c7,35.4665,100.0,100.0,100.0,84.0,91.2,100.0,61.0,59.33333333,88.2,66.66666667
ef784f877597851a,14.73833333,100.0,100.0,0.0,100.0,0.0,100.0,50.0,58.33333333,100.0,0.0
6fc796b5381f3f2a,41.04711905,100.0,100.0,71.42857143,80.0,47.2,66.66666667,65.0,48.33333333,100.0,33.33333333
1e8e933bdd2329a1,3.002142857,0.0,100.0,25.71428571,0.0,0.0,0.0,0.0,5.0,0.0,0.0
813969ec5e3699bc,60.15571429,100.0,100.0,88.57142857,94.0,100.0,100.0,100.0,100.0,100.0,100.0
50360aa68273b55f,9.443452381,100.0,100.0,61.42857143,72.0,0.0,0.0,58.5,64.66666667,0.0,0.0
5045e741da064060,34.4835,94.0,100.0,90.0,91.6,80.0,100.0,100.0,100.0,100.0,100.0
9313dc6cbfb3a7bd,75.99,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
c709540bfdd23ccb,83.069,100.0,100.0,100.0,100.0,98.4,100.0,85.25,100.0,100.0,100.0
b59de64026e78d65,67.61366667,100.0,100.0,65.0,63.2,100.0,100.0,87.0,67.33333333,100.0,33.33333333
c617d8e8f964097f,24.00835714,75.2,66.66666667,24.28571429,58.0,31.8,92.0,37.5,13.33333333,50.8,12.0
d8a3e829bf42656b,34.74835714,100.0,100.0,74.28571429,100.0,68.8,100.0,0.0,0.0,100.0,0.0
6e993f22bcfa4357,13.90571429,100.0,0.0,28.57142857,70.0,20.0,0.0,25.0,31.0,0.0,0.0
b8c5a3445f49e865,13.68219048,100.0,83.33333333,64.28571429,28.8,61.6,33.33333333,0.0,41.66666667,88.2,0.0
7927811695a5acb8,55.73464286,100.0,100.0,85.71428571,88.0,80.0,100.0,75.0,100.0,100.0,100.0
cd762441eefc5429,35.20892857,100.0,100.0,97.14285714,100.0,100.0,100.0,63.75,100.0,0.0,100.0
dcb569969b089084,20.64797619,100.0,100.0,85.71428571,100.0,100.0,100.0,0.0,83.33333333,100.0,0.0
ef191b5c70417814,32.27178571,100.0,100.0,71.42857143,79.6,54.4,56.66666667,58.75,40.83333333,0.0,68.0
ba63b82ac8c4f82a,58.97195238,100.0,100.0,75.42857143,75.6,100.0,100.0,74.75,66.16666667,100.0,100.0
aa74374e6a83a61c,39.31178571,100.0,15.83333333,66.42857143,84.0,84.0,64.33333333,69.0,58.33333333,100.0,0.0
0f09efb6fa86ce5e,70.747,100.0,100.0,100.0,100.0,91.2,100.0,100.0,100.0,100.0,100.0
1a59bfcb528707c2,79.48692857,100.0,100.0,97.14285714,92.8,100.0,100.0,70.0,92.0,100.0,100.0
4460e4307636ead0,19.20466667,100.0,83.33333333,30.0,54.0,31.8,0.0,25.0,33.33333333,0.0,0.0
aa943692e7e39d38,42.891,100.0,100.0,100.0,90.0,85.6,100.0,100.0,100.0,100.0,77.0
c0ac8ed6c44aa124,59.095,100.0,100.0,100.0,100.0,100.0,100.0,40.75,100.0,100.0,0.0
a0930c15e4b617c4,34.38583333,100.0,100.0,90.0,86.0,100.0,100.0,100.0,83.33333333,100.0,100.0
5cbca9d2121ee7ea,50.96157143,100.0,100.0,72.85714286,75.6,88.8,89.66666667,43.0,61.33333333,78.4,100.0
5122c7b62309445b,34.09714286,100.0,100.0,5.714285714,100.0,0.0,100.0,100.0,64.0,100.0,100.0
bf9d36367bbd52c7,36.92245238,100.0,100.0,91.42857143,74.8,81.6,89.66666667,72.5,38.66666667,100.0,85.33333333
44cde94d48618755,69.85,100.0,100.0,100.0,82.0,92.0,100.0,58.5,71.0,100.0,84.0
9264dc756e04aaea,41.41071429,100.0,100.0,88.57142857,100.0,100.0,100.0,83.5,73.83333333,100.0,43.66666667
8a95cb59aa57a504,20.38497619,89.0,90.83333333,65.71428571,50.4,60.0,78.0,55.0,62.5,80.8,24.0
7f4ea6d0f6ddd765,13.30661905,80.6,98.33333333,61.42857143,60.0,50.8,20.0,0.0,0.0,0.0,0.0
06299feab50780d3,44.91916667,100.0,100.0,0.0,65.6,40.4,28.66666667,0.0,14.33333333,0.0,65.66666667
219d9d63d9ed2823,14.05011905,100.0,66.66666667,71.42857143,80.0,20.0,66.66666667,0.0,50.0,40.0,0.0
5071cd1a8d3c59c0,26.68414286,89.2,85.0,35.71428571,0.0,0.0,0.0,8.5,0.0,0.0,0.0
104287a63371554d,32.13080952,100.0,100.0,50.71428571,82.0,67.2,100.0,60.5,70.66666667,40.0,100.0
fd5cecae2716499f,58.81369048,100.0,100.0,94.28571429,82.0,100.0,100.0,85.5,73.66666667,100.0,84.66666667
e709196c6848f114,53.63666667,100.0,100.0,100.0,94.0,100.0,100.0,65.0,75.16666667,100.0,100.0
1db3993db3d3cf7b,69.05916667,100.0,100.0,100.0,84.0,100.0,100.0,55.75,100.0,100.0,90.66666667
9f3f05c8ebaa74dd,14.27142857,100.0,100.0,71.42857143,80.0,0.0,0.0,0.0,0.0,0.0,0.0
e2f3b15a268696ab,41.5697619,100.0,100.0,57.14285714,60.0,100.0,100.0,75.0,33.33333333,100.0,13.0
47654ca5efe2bb65,39.65480952,100.0,100.0,85.71428571,80.0,85.6,100.0,0.0,0.0,48.0,17.66666667
1d29fd2b66a0f323,26.6172619,100.0,100.0,47.14285714,82.0,100.0,100.0,69.25,44.5,100.0,32.33333333
b819ec1721ecbd86,54.97854762,100.0,83.33333333,53.57142857,84.0,62.8,100.0,50.0,0.0,90.4,0.0
8fe2b805b37c2e36,28.28292857,100.0,100.0,67.14285714,16.8,0.0,33.33333333,34.0,41.66666667,70.6,10.0
a82f24a9bb148a02,65.6275,100.0,100.0,100.0,100.0,100.0,100.0,92.5,92.0,100.0,100.0
8818ca423e95af32,66.96790476,100.0,100.0,92.85714286,77.6,100.0,100.0,87.25,66.33333333,100.0,81.0
6ea11cf706affc63,57.84966667,100.0,100.0,100.0,100.0,88.8,100.0,100.0,75.66666667,100.0,100.0
ce792dc6457dde46,25.26909524,100.0,100.0,87.14285714,0.0,71.6,50.33333333,69.75,63.0,0.0,45.33333333
8661563ecfe0171e,39.09152381,100.0,50.0,54.28571429,64.0,67.2,56.33333333,0.0,33.33333333,0.0,0.0
3098814cf1a27792,49.45830952,100.0,100.0,79.71428571,83.6,68.0,100.0,57.75,60.33333333,51.6,21.33333333
eebe3b0c630df307,62.10821429,100.0,100.0,58.57142857,66.0,84.0,100.0,63.75,40.0,90.0,100.0
fbe2b4c887fab339,65.46,100.0,100.0,100.0,100.0,100.0,100.0,74.5,100.0,100.0,100.0
d4f5f94334620017,52.5605,100.0,100.0,100.0,100.0,58.8,100.0,100.0,42.0,100.0,100.0
b8e3969c631c34eb,41.7825,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.5,100.0,100.0
66c6bc784863c96c,9.841071429,80.0,25.66666667,22.85714286,23.2,46.8,36.33333333,0.0,0.0,0.0,0.0
9423383276d16969,29.19366667,100.0,100.0,70.0,88.0,71.2,100.0,60.5,36.66666667,86.0,91.0
824b281e54692092,25.94761905,95.0,100.0,71.42857143,86.0,90.0,100.0,90.0,58.33333333,100.0,0.0
585d6641ddf5c7b0,77.19845238,100.0,66.66666667,91.42857143,66.0,92.0,100.0,100.0,100.0,100.0,0.0
4eb30e37e96fd0c3,19.6667619,100.0,100.0,57.14285714,60.0,0.0,66.66666667,0.0,0.0,50.2,2.666666667
9aa1f26acdc8e24e,53.77945238,100.0,100.0,80.42857143,81.6,100.0,100.0,82.5,0.0,100.0,66.66666667
6393ab358f6b93c6,67.80166667,23.0,100.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
cfac0f94bf4561b8,56.55904762,100.0,83.33333333,88.57142857,100.0,100.0,100.0,15.0,0.0,100.0,100.0
e8c6a7f33f839bf9,56.0525,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
922ed0a8d1695836,47.133,100.0,100.0,100.0,100.0,96.8,100.0,100.0,100.0,100.0,100.0
51e6ac3a761aa696,64.47961905,100.0,52.33333333,56.42857143,64.0,63.2,33.33333333,58.5,25.0,100.0,39.66666667
176f06e60542e2c5,16.38928571,100.0,100.0,71.42857143,82.0,0.0,0.0,75.0,0.0,0.0,0.0
c002f21b4400bd54,43.1072619,100.0,100.0,97.14285714,86.0,100.0,100.0,65.5,31.66666667,80.0,78.66666667
b7a7057e6ff1537d,39.31592857,100.0,66.66666667,77.14285714,86.0,63.2,67.0,58.25,33.33333333,100.0,100.0
4da9548efb98cda6,47.6775,100.0,100.0,100.0,100.0,100.0,100.0,62.5,100.0,100.0,100.0
a2271297461e59b6,39.08445238,100.0,97.5,71.42857143,50.0,85.6,100.0,85.25,66.66666667,100.0,0.0
98bdc9179cae4c91,2.586857143,100.0,50.0,44.28571429,64.4,0.0,0.0,0.0,0.0,0.0,0.0
b58334de7d3f9b6f,21.64559524,100.0,100.0,67.14285714,100.0,56.8,86.66666667,0.0,61.0,88.2,10.0
49dc54275e10b7b6,34.20102381,100.0,100.0,54.28571429,64.0,46.4,50.0,44.25,58.66666667,0.0,0.0
c3255b5268f303a8,65.855,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0
04afeb9be5786a77,54.40095238,100.0,100.0,91.42857143,66.0,100.0,100.0,100.0,66.66666667,100.0,100.0
bc5c91161a3ccce4,44.30271429,100.0,65.0,88.57142857,95.2,0.0,0.0,0.0,0.0,100.0,0.0
bff99d87e12777c3,25.06519048,100.0,98.0,44.28571429,42.0,52.4,33.33333333,65.25,37.5,80.0,36.0
37a7812a134a70ee,63.1075,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
f4fc7af5b70c3960,70.58171429,91.0,100.0,28.57142857,81.6,80.0,100.0,92.5,0.0,100.0,0.0
9a50acd7bbefa0e2,37.2045,100.0,99.16666667,0.0,60.0,43.2,83.33333333,87.0,0.0,100.0,0.0
63f767c6262e2bb3,35.38042857,100.0,100.0,97.14285714,76.4,84.0,100.0,0.0,28.16666667,80.0,6.333333333
e3d7f2ca6f9e28b0,55.0025,100.0,100.0,100.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0
5cb32a082f93aa8c,41.88321429,100.0,100.0,50.57142857,0.0,0.0,78.0,71.5,56.0,0.0,3.0
901d501e5e3fc4fb,9.035,100.0,100.0,30.0,44.0,26.0,100.0,25.0,0.0,0.0,0.0
aa39f27bc7294c45,59.46071429,100.0,100.0,68.57142857,86.0,100.0,100.0,96.25,56.83333333,100.0,43.66666667
4225da6578de5e07,42.10852381,45.6,84.66666667,84.28571429,86.0,72.0,100.0,80.0,73.33333333,92.8,94.66666667
4ebbbdaa9f0063eb,2.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c59c83b98c8d1393,3.685714286,100.0,100.0,68.57142857,100.0,0.0,0.0,0.0,0.0,0.0,0.0
4f4f227427df192e,39.05942857,100.0,100.0,57.14285714,62.0,68.8,66.66666667,52.5,64.33333333,100.0,77.0
e8bd319841715ca9,61.99383333,100.0,100.0,100.0,66.0,77.8,100.0,50.0,46.66666667,100.0,78.66666667
f51d354fd6dedf8b,78.922,100.0,100.0,100.0,90.0,87.2,100.0,100.0,100.0,100.0,100.0
63aa401df8fa1be7,34.59828571,100.0,100.0,81.42857143,77.6,56.8,100.0,72.75,42.0,100.0,100.0
1cb4cd931b0add66,68.479,100.0,100.0,100.0,100.0,96.4,100.0,88.0,68.5,100.0,100.0
cf7c9846776df3b0,59.51166667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666667
236163e7cd452470,67.895,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
e08892e03a1bd55d,15.59252381,100.0,100.0,14.28571429,46.8,28.0,47.33333333,34.0,18.33333333,0.0,0.0
ecea4c3ea33d6166,8.9065,91.8,39.33333333,0.0,42.8,25.8,0.0,50.0,28.33333333,0.0,33.33333333
c3f2d1ae28d86110,61.09628571,100.0,100.0,81.42857143,95.2,90.0,100.0,100.0,67.0,100.0,0.0
4410db940ccd81ab,22.28666667,100.0,100.0,90.0,86.0,0.0,80.66666667,0.0,0.0,0.0,0.0
19ed34ccf92098e2,77.92857143,100.0,100.0,85.71428571,100.0,78.4,66.66666667,100.0,65.83333333,0.0,0.0
bea9e4a7c7e51cbb,15.75295238,100.0,100.0,51.42857143,33.6,78.4,66.66666667,62.0,66.0,88.2,52.0
f1244d470886f079,35.19535714,100.0,100.0,78.28571429,86.0,100.0,100.0,100.0,100.0,100.0,100.0
7ea4926ba897131b,73.465,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
db4831572cb3c0e1,70.18809524,100.0,100.0,97.14285714,100.0,100.0,100.0,72.75,76.66666667,100.0,77.0
83fa4b53f222042b,52.4225,100.0,100.0,100.0,84.0,100.0,100.0,75.0,31.33333333,100.0,78.66666667
2059ab82b726cbd7,34.10516667,100.0,100.0,35.0,59.2,100.0,86.66666667,37.0,44.0,75.4,12.0
316143cb4d2ceacd,73.73745238,100.0,100.0,71.42857143,61.6,64.8,100.0,42.75,48.66666667,100.0,100.0
2ca12e6956c31f96,42.55892857,100.0,100.0,67.14285714,86.0,100.0,100.0,60.75,0.0,0.0,24.0
afbbe3598d6b0cd2,50.69833333,100.0,100.0,100.0,100.0,0.0,100.0,62.5,0.0,100.0,33.33333333
d19057b35da9abcc,68.37,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17ed47bac5ac3f2e,12.45019048,89.2,48.0,14.28571429,20.0,7.2,0.0,0.0,23.33333333,40.0,0.0
967065e19d1869f4,3.085,80.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0f2b5f1007700f65,36.94657143,100.0,71.66666667,72.85714286,94.0,72.4,42.0,35.75,8.333333333,70.4,0.0
09dcd5a8514f9bc2,21.76980952,100.0,93.33333333,65.71428571,95.2,35.8,72.66666667,71.0,0.0,78.6,39.66666667
b3f0b089124b7bf8,45.74916667,100.0,100.0,56.0,100.0,100.0,100.0,100.0,72.66666667,100.0,100.0
514faa15a6a7ba1e,18.71940476,100.0,100.0,57.85714286,70.0,60.0,66.66666667,75.0,68.66666667,100.0,100.0
19570510d7698453,39.27480952,100.0,100.0,85.71428571,100.0,69.6,100.0,100.0,72.66666667,100.0,100.0
0b2c18a3f34dbcff,60.5337619,100.0,100.0,67.14285714,63.6,81.6,83.33333333,46.75,39.83333333,88.2,66.66666667
bf2515efe4155ee8,32.97933333,100.0,88.5,65.0,42.0,44.0,33.33333333,25.0,53.5,83.6,22.0
02674da7be72b3d9,40.16947619,100.0,100.0,85.71428571,76.0,50.4,100.0,41.25,38.66666667,100.0,50.66666667
0f19997e4f8cc30d,59.95697619,100.0,98.0,55.71428571,68.0,82.4,100.0,71.75,69.33333333,100.0,77.0
e7ade80085edb8b7,57.10583333,100.0,100.0,100.0,100.0,100.0,0.0,75.0,77.33333333,100.0,0.0
31d0ad197d05b40f,64.56083333,100.0,100.0,100.0,100.0,100.0,100.0,60.0,98.33333333,100.0,100.0
7c650a11f1613ece,23.63690476,100.0,100.0,50.85714286,68.4,77.6,38.0,38.75,25.5,47.0,20.33333333
8ccd8af2ce15e414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58585b15ef3e4b50,58.06428571,100.0,100.0,81.42857143,70.0,68.8,100.0,58.75,79.5,81.2,68.0
fe5e0202d27767ef,3.322666667,91.6,64.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ce11e43e5a10f59b,64.371,100.0,100.0,100.0,97.6,92.0,100.0,79.0,100.0,100.0,100.0
e5fc60727e25e8cf,53.9562619,94.0,100.0,57.14285714,64.0,45.4,33.33333333,50.0,58.66666667,80.0,33.33333333
502c9e70eb73e41b,53.15130952,100.0,100.0,75.71428571,78.0,92.0,100.0,58.5,61.5,100.0,62.66666667
c4cfb7cb51d933e2,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
