Student ID,module_code,EXAM %,assessment_number,score,progress_in_semester
98977019,CS161,70.0,1,49.0,0.1
16978276,CS161,44.0,1,100.0,0.1
65786686,CS161,13.0,1,100.0,0.1
15978528,CS161,18.0,1,100.0,0.1
48164537,CS161,14.0,1,100.0,0.1
37673922,CS161,93.0,1,75.0,0.1
88226151,CS161,23.0,1,100.0,0.1
67299557,CS161,45.0,1,63.0,0.1
29057187,CS161,73.0,1,100.0,0.1
18153671,CS161,83.0,1,100.0,0.1
61177295,CS161,8.0,1,63.0,0.1
73115871,CS161,61.0,1,88.0,0.1
84423917,CS161,44.0,1,100.0,0.1
29165893,CS161,31.0,1,100.0,0.1
20166054,CS161,5.0,1,48.0,0.1
74746631,CS161,26.0,1,100.0,0.1
68404087,CS161,68.0,1,100.0,0.1
45839073,CS161,83.0,1,100.0,0.1
46836101,CS161,0.0,1,0.0,0.1
87998809,CS161,13.0,1,100.0,0.1
18392752,CS161,36.0,1,100.0,0.1
86993802,CS161,46.0,1,100.0,0.1
25109838,CS161,59.0,1,100.0,0.1
53691552,CS161,13.0,1,100.0,0.1
56342855,CS161,77.0,1,90.0,0.1
14369025,CS161,10.0,1,56.00000000000001,0.1
86096939,CS161,67.0,1,100.0,0.1
25399185,CS161,67.0,1,100.0,0.1
61509943,CS161,53.0,1,50.0,0.1
67528806,CS161,50.0,1,100.0,0.1
84953779,CS161,14.0,1,25.0,0.1
60432123,CS161,24.0,1,100.0,0.1
68839955,CS161,8.0,1,100.0,0.1
91067966,CS161,6.0,1,100.0,0.1
82228479,CS161,0.0,1,50.0,0.1
95762589,CS161,32.0,1,100.0,0.1
88931603,CS161,0.0,1,100.0,0.1
92485465,CS161,31.0,1,100.0,0.1
28869403,CS161,10.0,1,100.0,0.1
91392631,CS161,26.0,1,100.0,0.1
54449931,CS161,0.0,1,100.0,0.1
56051401,CS161,17.0,1,100.0,0.1
94167786,CS161,19.0,1,50.0,0.1
89900402,CS161,26.0,1,100.0,0.1
34514357,CS161,73.0,1,100.0,0.1
99522393,CS161,40.0,1,100.0,0.1
42340012,CS161,48.0,1,100.0,0.1
49118129,CS161,0.0,1,100.0,0.1
42840867,CS161,10.0,1,100.0,0.1
77027493,CS161,53.0,1,100.0,0.1
15993142,CS161,35.0,1,100.0,0.1
89129288,CS161,52.0,1,100.0,0.1
64729486,CS161,67.0,1,100.0,0.1
87080516,CS161,54.0,1,100.0,0.1
52357886,CS161,68.0,1,100.0,0.1
44602941,CS161,40.0,1,50.0,0.1
63873490,CS161,15.0,1,75.0,0.1
93228999,CS161,22.0,1,0.0,0.1
63302115,CS161,57.0,1,100.0,0.1
84852399,CS161,46.0,1,100.0,0.1
72929888,CS161,69.0,1,100.0,0.1
42375295,CS161,28.0,1,100.0,0.1
47461374,CS161,90.0,1,100.0,0.1
58339563,CS161,27.0,1,50.0,0.1
62841925,CS161,55.0,1,100.0,0.1
73015180,CS161,40.0,1,33.0,0.1
66548948,CS161,78.0,1,100.0,0.1
16165713,CS161,50.0,1,100.0,0.1
21688572,CS161,35.0,1,100.0,0.1
69106678,CS161,63.0,1,100.0,0.1
86142462,CS161,75.0,1,100.0,0.1
20973671,CS161,19.0,1,100.0,0.1
80120841,CS161,70.0,1,100.0,0.1
60261823,CS161,86.0,1,100.0,0.1
51756795,CS161,25.0,1,100.0,0.1
52026299,CS161,78.0,1,100.0,0.1
93371516,CS161,17.0,1,63.0,0.1
67160908,CS161,83.0,1,100.0,0.1
97419264,CS161,66.0,1,100.0,0.1
48446441,CS161,5.0,1,100.0,0.1
89367722,CS161,38.0,1,100.0,0.1
72116436,CS161,45.0,1,98.0,0.1
54994494,CS161,58.0,1,100.0,0.1
54445555,CS161,18.0,1,100.0,0.1
56404215,CS161,42.0,1,100.0,0.1
83593137,CS161,16.0,1,100.0,0.1
49940596,CS161,0.0,1,100.0,0.1
71790299,CS161,46.0,1,100.0,0.1
11628125,CS161,48.0,1,100.0,0.1
96404089,CS161,43.0,1,100.0,0.1
46177638,CS161,0.0,1,100.0,0.1
69034095,CS161,0.0,1,100.0,0.1
34235383,CS161,17.0,1,88.0,0.1
82920138,CS161,15.0,1,38.0,0.1
33275055,CS161,29.0,1,100.0,0.1
59134235,CS161,53.0,1,100.0,0.1
43038785,CS161,8.0,1,100.0,0.1
21569802,CS161,0.0,1,100.0,0.1
68004068,CS161,6.0,1,50.0,0.1
82112655,CS161,31.0,1,100.0,0.1
55651327,CS161,29.0,1,63.0,0.1
89047243,CS161,70.0,1,100.0,0.1
20603140,CS161,55.0,1,100.0,0.1
89693072,CS161,19.0,1,90.0,0.1
45464356,CS161,20.0,1,100.0,0.1
41964379,CS161,53.0,1,100.0,0.1
32884015,CS161,43.0,1,100.0,0.1
32291309,CS161,26.0,1,100.0,0.1
59735613,CS161,10.0,1,100.0,0.1
52425323,CS161,47.0,1,94.0,0.1
74341696,CS161,60.0,1,100.0,0.1
28159689,CS161,46.0,1,0.0,0.1
17126904,CS161,62.0,1,100.0,0.1
34670311,CS161,63.0,1,100.0,0.1
60585709,CS161,11.0,1,88.0,0.1
76539077,CS161,42.0,1,100.0,0.1
93139542,CS161,46.0,1,0.0,0.1
61451399,CS161,19.0,1,52.0,0.1
41554586,CS161,11.0,1,95.0,0.1
93123214,CS161,60.0,1,100.0,0.1
94802188,CS161,41.0,1,75.0,0.1
78494297,CS161,34.0,1,100.0,0.1
13516601,CS161,5.0,1,100.0,0.1
71049099,CS161,43.0,1,100.0,0.1
97690340,CS161,53.0,1,100.0,0.1
96097012,CS161,55.0,1,100.0,0.1
94583154,CS161,50.0,1,100.0,0.1
32941963,CS161,67.0,1,100.0,0.1
20950006,CS161,56.0,1,100.0,0.1
18342686,CS161,5.0,1,88.0,0.1
30523399,CS161,50.0,1,100.0,0.1
58822337,CS161,54.0,1,100.0,0.1
12626419,CS161,40.0,1,100.0,0.1
35250290,CS161,45.0,1,100.0,0.1
93293478,CS161,43.0,1,0.0,0.1
65818849,CS161,43.0,1,100.0,0.1
66914268,CS161,38.0,1,100.0,0.1
23501065,CS161,66.0,1,100.0,0.1
78700130,CS161,14.0,1,100.0,0.1
82634093,CS161,39.0,1,100.0,0.1
94969579,CS161,44.0,1,100.0,0.1
93749928,CS161,23.0,1,100.0,0.1
39689239,CS161,2.0,1,61.0,0.1
38247362,CS161,8.0,1,100.0,0.1
72537638,CS161,0.0,1,0.0,0.1
61497114,CS161,0.0,1,100.0,0.1
22551398,CS161,31.0,1,100.0,0.1
47121414,CS161,37.0,1,100.0,0.1
38860849,CS161,64.0,1,100.0,0.1
77816651,CS161,80.0,1,100.0,0.1
78690622,CS161,15.0,1,100.0,0.1
81957281,CS161,10.0,1,100.0,0.1
39784903,CS161,38.0,1,100.0,0.1
25550236,CS161,0.0,1,100.0,0.1
95802939,CS161,70.0,1,100.0,0.1
25693562,CS161,60.0,1,100.0,0.1
36531295,CS161,0.0,1,100.0,0.1
58343093,CS161,0.0,1,100.0,0.1
59836802,CS161,69.0,1,100.0,0.1
76714430,CS161,0.0,1,0.0,0.1
89797051,CS161,10.0,1,0.0,0.1
43787117,CS161,12.0,1,100.0,0.1
75684190,CS161,5.0,1,100.0,0.1
27370046,CS161,5.0,1,100.0,0.1
85864105,CS161,29.0,1,88.0,0.1
17540469,CS161,81.0,1,100.0,0.1
90205242,CS161,52.0,1,100.0,0.1
48045170,CS161,23.0,1,50.0,0.1
99995385,CS161,0.0,1,100.0,0.1
24790246,CS161,24.0,1,100.0,0.1
47057162,CS161,0.0,1,90.0,0.1
82305757,CS161,23.0,1,100.0,0.1
91258907,CS161,0.0,1,0.0,0.1
16759226,CS161,25.0,1,100.0,0.1
37800456,CS161,18.0,1,98.0,0.1
22135913,CS161,48.0,1,50.0,0.1
12152832,CS161,56.0,1,86.0,0.1
30230101,CS161,84.0,1,100.0,0.1
63284343,CS161,45.0,1,100.0,0.1
35119117,CS161,18.0,1,100.0,0.1
65118069,CS161,35.0,1,87.0,0.1
65157349,CS161,30.0,1,48.0,0.1
48343110,CS161,40.0,1,100.0,0.1
74711966,CS161,8.0,1,100.0,0.1
88189847,CS161,28.0,1,50.0,0.1
77669391,CS161,42.0,1,100.0,0.1
56643669,CS161,28.0,1,100.0,0.1
30079405,CS161,26.0,1,0.0,0.1
60414961,CS161,63.0,1,100.0,0.1
59084601,CS161,14.0,1,100.0,0.1
90198723,CS161,17.0,1,100.0,0.1
24076910,CS161,53.0,1,100.0,0.1
23696390,CS161,5.0,1,100.0,0.1
45453740,CS161,49.0,1,100.0,0.1
26111335,CS161,10.0,1,100.0,0.1
82073994,CS161,0.0,1,0.0,0.1
42739989,CS161,56.0,1,50.0,0.1
23971090,CS161,0.0,1,100.0,0.1
95030015,CS161,78.0,1,100.0,0.1
22896594,CS161,50.0,1,100.0,0.1
82965743,CS161,80.0,1,100.0,0.1
14672318,CS161,64.0,1,100.0,0.1
30877387,CS161,55.0,1,100.0,0.1
12306119,CS161,12.0,1,88.0,0.1
43094536,CS161,58.0,1,100.0,0.1
69309190,CS161,0.0,1,100.0,0.1
64198576,CS161,38.0,1,100.0,0.1
63681096,CS161,37.0,1,100.0,0.1
57800387,CS161,83.0,1,100.0,0.1
69023507,CS161,7.0,1,0.0,0.1
83146186,CS161,13.0,1,0.0,0.1
53957925,CS161,38.0,1,100.0,0.1
90926702,CS161,90.0,1,100.0,0.1
68443482,CS161,57.0,1,100.0,0.1
34323592,CS161,5.0,1,100.0,0.1
96304251,CS161,53.0,1,90.0,0.1
27936987,CS161,28.0,1,100.0,0.1
15214948,CS161,40.0,1,100.0,0.1
84536412,CS161,31.0,1,100.0,0.1
58157905,CS161,60.0,1,100.0,0.1
96968862,CS161,17.0,1,100.0,0.1
86497933,CS161,14.0,1,100.0,0.1
31397192,CS161,48.0,1,100.0,0.1
99658767,CS161,16.0,1,100.0,0.1
64371535,CS161,35.0,1,100.0,0.1
66867809,CS161,24.0,1,100.0,0.1
71065720,CS161,85.0,1,100.0,0.1
11204571,CS161,88.0,1,100.0,0.1
61717879,CS161,0.0,1,90.0,0.1
24127710,CS161,8.0,1,100.0,0.1
67262233,CS161,30.0,1,100.0,0.1
87601200,CS161,21.0,1,100.0,0.1
49891974,CS161,51.0,1,50.0,0.1
72496892,CS161,48.0,1,100.0,0.1
51427713,CS161,70.0,1,100.0,0.1
58047508,CS161,0.0,1,100.0,0.1
84011888,CS161,14.0,1,100.0,0.1
44965222,CS161,55.0,1,100.0,0.1
36161314,CS161,27.0,1,100.0,0.1
34349175,CS161,0.0,1,0.0,0.1
88699903,CS161,90.0,1,100.0,0.1
89287824,CS161,8.0,1,100.0,0.1
76576071,CS161,0.0,1,0.0,0.1
33451338,CS161,0.0,1,98.0,0.1
99632235,CS161,45.0,1,100.0,0.1
20272886,CS161,54.0,1,100.0,0.1
17988839,CS161,13.0,1,100.0,0.1
84573777,CS161,10.0,1,100.0,0.1
35507225,CS161,10.0,1,0.0,0.1
26873519,CS161,41.0,1,100.0,0.1
45536963,CS161,43.0,1,100.0,0.1
30822116,CS161,5.0,1,0.0,0.1
44417178,CS161,28.0,1,100.0,0.1
59784821,CS161,0.0,1,0.0,0.1
76510898,CS161,0.0,1,0.0,0.1
23701729,CS161,51.0,1,100.0,0.1
82770253,CS161,65.0,1,50.0,0.1
81786701,CS161,65.0,1,100.0,0.1
55146620,CS161,71.0,1,61.0,0.1
11756745,CS161,12.0,1,100.0,0.1
81131461,CS161,43.0,1,100.0,0.1
99855326,CS161,12.0,1,97.0,0.1
82967676,CS161,66.0,1,100.0,0.1
63066927,CS161,17.0,1,50.0,0.1
73779400,CS161,48.0,1,100.0,0.1
71373382,CS161,61.0,1,0.0,0.1
52911365,CS161,47.0,1,50.0,0.1
43114643,CS161,32.0,1,96.0,0.1
72735869,CS161,56.0,1,88.0,0.1
47593950,CS161,38.0,1,100.0,0.1
64143261,CS161,38.0,1,100.0,0.1
37745329,CS161,6.0,1,100.0,0.1
88111184,CS161,80.0,1,100.0,0.1
31503805,CS161,0.0,1,50.0,0.1
59893819,CS161,41.0,1,100.0,0.1
78624338,CS161,2.0,1,100.0,0.1
99960697,CS161,4.0,1,100.0,0.1
37472776,CS161,45.0,1,100.0,0.1
68646423,CS161,55.0,1,100.0,0.1
88915223,CS161,0.0,1,0.0,0.1
55399622,CS161,9.0,1,100.0,0.1
19160332,CS161,0.0,1,0.0,0.1
63573517,CS161,16.0,1,100.0,0.1
33049620,CS161,92.0,1,100.0,0.1
95769492,CS161,7.0,1,75.0,0.1
84794466,CS161,0.0,1,0.0,0.1
63012496,CS161,44.0,1,100.0,0.1
34135965,CS161,43.0,1,50.0,0.1
94085509,CS161,0.0,1,100.0,0.1
85787367,CS161,7.0,1,100.0,0.1
31653483,CS161,20.0,1,98.0,0.1
25331138,CS161,82.0,1,50.0,0.1
54641275,CS161,15.0,1,100.0,0.1
42870678,CS161,92.0,1,100.0,0.1
77386168,CS161,81.0,1,100.0,0.1
82158642,CS161,35.0,1,100.0,0.1
21630795,CS161,81.0,1,100.0,0.1
20784336,CS161,78.0,1,100.0,0.1
39373972,CS161,5.0,1,88.0,0.1
85233385,CS161,49.0,1,100.0,0.1
87142367,CS161,49.0,1,98.0,0.1
56431698,CS161,0.0,1,75.0,0.1
19492041,CS161,90.0,1,100.0,0.1
49334302,CS161,19.0,1,100.0,0.1
26599288,CS161,25.0,1,98.0,0.1
64992499,CS161,0.0,1,0.0,0.1
59919093,CS161,52.0,1,100.0,0.1
63958316,CS161,67.0,1,100.0,0.1
68205776,CS161,13.0,1,100.0,0.1
47416214,CS161,19.0,1,93.0,0.1
97528476,CS161,90.0,1,100.0,0.1
19003975,CS161,56.0,1,100.0,0.1
41416595,CS161,53.0,1,15.0,0.1
18478977,CS161,64.0,1,100.0,0.1
48671530,CS161,85.0,1,96.0,0.1
30468596,CS161,1.0,1,38.0,0.1
55801775,CS161,13.0,1,50.0,0.1
68901214,CS161,28.0,1,100.0,0.1
45249213,CS161,35.0,1,0.0,0.1
26584428,CS161,74.0,1,100.0,0.1
55407966,CS161,10.0,1,100.0,0.1
37149016,CS161,41.0,1,100.0,0.1
54348464,CS161,77.0,1,100.0,0.1
35632171,CS161,0.0,1,100.0,0.1
44892818,CS161,25.0,1,100.0,0.1
73557003,CS161,36.0,1,88.0,0.1
64945179,CS161,39.0,1,0.0,0.1
61148442,CS161,51.0,1,100.0,0.1
62686607,CS161,8.0,1,50.0,0.1
85268727,CS161,54.0,1,100.0,0.1
48354119,CS161,26.0,1,0.0,0.1
51513687,CS161,30.0,1,100.0,0.1
93012570,CS161,69.0,1,100.0,0.1
30692683,CS161,0.0,1,0.0,0.1
58000939,CS161,85.0,1,100.0,0.1
34002125,CS161,0.0,2,92.0,0.2
59334742,CS161,0.0,2,0.0,0.2
28249094,CS161,61.0,2,100.0,0.2
80757531,CS161,70.0,2,100.0,0.2
93675090,CS161,38.0,2,100.0,0.2
76821156,CS161,0.0,2,100.0,0.2
83016591,CS161,83.0,2,100.0,0.2
89400160,CS161,0.0,2,76.0,0.2
63767996,CS161,48.0,2,52.0,0.2
32221102,CS161,28.0,2,100.0,0.2
11995577,CS161,38.0,2,79.0,0.2
17619064,CS161,15.0,2,100.0,0.2
32446864,CS161,53.0,2,100.0,0.2
82801786,CS161,0.0,2,0.0,0.2
51246713,CS161,65.0,2,100.0,0.2
69563061,CS161,27.0,2,0.0,0.2
14708099,CS161,0.0,2,50.0,0.2
42600414,CS161,11.0,2,94.0,0.2
62912601,CS161,48.0,2,100.0,0.2
29933757,CS161,35.0,2,40.0,0.2
14992696,CS161,0.0,2,100.0,0.2
57778284,CS161,11.0,2,7.000000000000001,0.2
48118722,CS161,44.0,2,74.0,0.2
82073453,CS161,0.0,2,45.0,0.2
65312480,CS161,53.0,2,100.0,0.2
43455746,CS161,13.0,2,20.0,0.2
12039636,CS161,48.0,2,100.0,0.2
85627452,CS161,5.0,2,0.0,0.2
78594106,CS161,41.0,2,86.0,0.2
59003785,CS161,10.0,2,100.0,0.2
87929681,CS161,0.0,2,0.0,0.2
72970314,CS161,0.0,2,100.0,0.2
43378720,CS161,0.0,2,0.0,0.2
34484779,CS161,28.0,2,100.0,0.2
13731882,CS161,37.0,2,6.0,0.2
36010927,CS161,0.0,2,18.0,0.2
48465241,CS161,50.0,2,100.0,0.2
16223371,CS161,50.0,2,100.0,0.2
72827820,CS161,0.0,2,0.0,0.2
46238708,CS161,10.0,2,100.0,0.2
54313853,CS161,17.0,2,100.0,0.2
77630350,CS161,69.0,2,100.0,0.2
93546547,CS161,53.0,2,100.0,0.2
81671909,CS161,78.0,2,100.0,0.2
85443891,CS161,54.0,2,100.0,0.2
35348136,CS161,62.0,2,0.0,0.2
22307456,CS161,76.0,2,100.0,0.2
82999094,CS161,49.0,2,66.0,0.2
76935586,CS161,0.0,2,40.0,0.2
41312106,CS161,18.0,2,95.0,0.2
96645647,CS161,48.0,2,82.0,0.2
72308679,CS161,9.0,2,90.0,0.2
87283794,CS161,74.0,2,100.0,0.2
84150618,CS161,77.0,2,100.0,0.2
66088281,CS161,16.0,2,100.0,0.2
13022259,CS161,78.0,2,100.0,0.2
71082361,CS161,92.0,2,100.0,0.2
81163166,CS161,69.0,2,100.0,0.2
53292236,CS161,69.0,2,100.0,0.2
99912338,CS161,29.0,2,100.0,0.2
74963938,CS161,59.0,2,100.0,0.2
66510180,CS161,25.0,2,97.0,0.2
74779884,CS161,98.0,2,100.0,0.2
88756438,CS161,65.0,2,100.0,0.2
49510500,CS161,25.0,2,100.0,0.2
93509703,CS161,40.0,2,95.0,0.2
75190992,CS161,23.0,2,100.0,0.2
78544164,CS161,83.0,2,100.0,0.2
84275168,CS161,41.0,2,100.0,0.2
81191987,CS161,20.0,2,40.0,0.2
29649479,CS161,88.0,2,90.0,0.2
46717500,CS161,39.0,2,100.0,0.2
70822325,CS161,18.0,2,90.0,0.2
23917602,CS161,61.0,2,100.0,0.2
35888495,CS161,80.0,2,100.0,0.2
95120612,CS161,28.0,2,90.0,0.2
70665806,CS161,82.0,2,100.0,0.2
62846607,CS161,59.0,2,100.0,0.2
48715165,CS161,59.0,2,100.0,0.2
62114010,CS161,45.0,2,100.0,0.2
56526290,CS161,37.0,2,100.0,0.2
81897019,CS161,69.0,2,100.0,0.2
48462369,CS161,4.0,2,26.0,0.2
78282477,CS161,30.0,2,100.0,0.2
73224306,CS161,17.0,2,100.0,0.2
17828528,CS161,60.0,2,100.0,0.2
30901180,CS161,31.0,2,86.0,0.2
78843637,CS161,66.0,2,100.0,0.2
27625814,CS161,51.0,2,100.0,0.2
97156076,CS161,3.0,2,40.0,0.2
61255307,CS161,5.0,2,60.0,0.2
49385116,CS161,26.0,2,100.0,0.2
28563648,CS161,34.0,2,100.0,0.2
53347481,CS161,3.0,2,60.0,0.2
88451462,CS161,83.0,2,100.0,0.2
81577123,CS161,60.0,2,100.0,0.2
14383148,CS161,43.0,2,100.0,0.2
21035456,CS161,73.0,2,99.0,0.2
70265517,CS161,44.0,2,96.0,0.2
74558525,CS161,26.0,2,100.0,0.2
66286017,CS161,13.0,2,100.0,0.2
89230778,CS161,42.0,2,63.0,0.2
55672463,CS161,23.0,2,100.0,0.2
59809646,CS161,60.0,2,100.0,0.2
85516093,CS161,19.0,2,100.0,0.2
61096547,CS161,44.0,2,100.0,0.2
31128159,CS161,45.0,2,60.0,0.2
65061850,CS161,76.0,2,100.0,0.2
72136471,CS161,38.0,2,100.0,0.2
12173443,CS161,12.0,2,56.00000000000001,0.2
30511442,CS161,32.0,2,100.0,0.2
41816562,CS161,47.0,2,100.0,0.2
68353261,CS161,65.0,2,100.0,0.2
