Student ID,module_code,EXAM %,assessment_number,score,progress_in_semester
76138889,CS161,68.0,2,100.0,0.2
70127686,CS161,33.0,2,93.0,0.2
18845591,CS161,43.0,2,100.0,0.2
80307541,CS161,78.0,2,100.0,0.2
92445765,CS161,42.0,2,100.0,0.2
11372849,CS161,83.0,2,100.0,0.2
33699786,CS161,36.0,2,70.0,0.2
60276362,CS161,12.0,2,28.999999999999996,0.2
41987800,CS161,30.0,2,100.0,0.2
47759014,CS161,47.0,2,97.0,0.2
44977117,CS161,20.0,2,60.0,0.2
36691348,CS161,27.0,2,100.0,0.2
75210751,CS161,3.0,2,96.0,0.2
64280419,CS161,70.0,2,94.0,0.2
95724042,CS161,57.0,2,100.0,0.2
17916583,CS161,91.0,2,100.0,0.2
48527230,CS161,73.0,2,100.0,0.2
75715775,CS161,17.0,2,100.0,0.2
77434708,CS161,11.0,2,100.0,0.2
70081802,CS161,15.0,2,40.0,0.2
23296864,CS161,3.0,2,0.0,0.2
58213848,CS161,26.0,2,80.0,0.2
73958512,CS161,0.0,2,0.0,0.2
66460544,CS161,65.0,2,100.0,0.2
47844746,CS161,0.0,2,100.0,0.2
74112974,CS161,35.0,2,100.0,0.2
73219758,CS161,54.0,2,77.0,0.2
50967821,CS161,61.0,2,100.0,0.2
53063229,CS161,46.0,2,76.0,0.2
24126422,CS161,17.0,2,100.0,0.2
79836911,CS161,5.0,2,86.0,0.2
80058174,CS161,31.0,2,100.0,0.2
80468427,CS161,23.0,2,22.0,0.2
23504839,CS161,44.0,2,20.0,0.2
45020243,CS161,5.0,2,100.0,0.2
22361337,CS161,28.0,2,40.0,0.2
29697244,CS161,68.0,2,100.0,0.2
19370915,CS161,35.0,2,100.0,0.2
88664967,CS161,63.0,2,100.0,0.2
54840987,CS161,56.0,2,86.0,0.2
62845749,CS161,21.0,2,100.0,0.2
51109886,CS161,50.0,2,100.0,0.2
86167338,CS161,55.0,2,100.0,0.2
59825857,CS161,43.0,2,100.0,0.2
36733977,CS161,75.0,2,100.0,0.2
34171685,CS161,33.0,2,63.0,0.2
48781279,CS161,7.0,2,0.0,0.2
90155569,CS161,33.0,2,100.0,0.2
16274438,CS161,46.0,2,79.0,0.2
73498893,CS161,10.0,2,80.0,0.2
67170149,CS161,49.0,2,95.0,0.2
97027020,CS161,0.0,2,40.0,0.2
95853854,CS161,47.0,2,97.0,0.2
27375601,CS161,6.0,2,48.0,0.2
66626083,CS161,44.0,2,100.0,0.2
25516569,CS161,14.0,2,80.0,0.2
59545049,CS161,59.0,2,100.0,0.2
49612785,CS161,63.0,2,100.0,0.2
60961279,CS161,17.0,2,0.0,0.2
97566637,CS161,25.0,2,93.0,0.2
99801182,CS161,28.0,2,100.0,0.2
24113904,CS161,42.0,2,100.0,0.2
71014394,CS161,35.0,2,45.0,0.2
63281671,CS161,28.0,2,80.0,0.2
74452358,CS161,50.0,2,100.0,0.2
90219343,CS161,34.0,2,94.0,0.2
45627083,CS161,5.0,2,0.0,0.2
25381424,CS161,81.0,2,100.0,0.2
65970573,CS161,28.0,2,100.0,0.2
60912130,CS161,50.0,2,65.0,0.2
98977019,CS161,70.0,2,100.0,0.2
16978276,CS161,44.0,2,100.0,0.2
65786686,CS161,13.0,2,100.0,0.2
15978528,CS161,18.0,2,100.0,0.2
48164537,CS161,14.0,2,100.0,0.2
37673922,CS161,93.0,2,100.0,0.2
88226151,CS161,23.0,2,86.0,0.2
67299557,CS161,45.0,2,100.0,0.2
29057187,CS161,73.0,2,97.0,0.2
18153671,CS161,83.0,2,100.0,0.2
61177295,CS161,8.0,2,97.0,0.2
73115871,CS161,61.0,2,100.0,0.2
84423917,CS161,44.0,2,100.0,0.2
29165893,CS161,31.0,2,100.0,0.2
20166054,CS161,5.0,2,6.0,0.2
74746631,CS161,26.0,2,100.0,0.2
68404087,CS161,68.0,2,100.0,0.2
45839073,CS161,83.0,2,100.0,0.2
46836101,CS161,0.0,2,0.0,0.2
87998809,CS161,13.0,2,50.0,0.2
18392752,CS161,36.0,2,100.0,0.2
86993802,CS161,46.0,2,100.0,0.2
25109838,CS161,59.0,2,100.0,0.2
53691552,CS161,13.0,2,100.0,0.2
56342855,CS161,77.0,2,100.0,0.2
14369025,CS161,10.0,2,46.0,0.2
86096939,CS161,67.0,2,100.0,0.2
25399185,CS161,67.0,2,100.0,0.2
61509943,CS161,53.0,2,100.0,0.2
67528806,CS161,50.0,2,100.0,0.2
84953779,CS161,14.0,2,80.0,0.2
60432123,CS161,24.0,2,100.0,0.2
68839955,CS161,8.0,2,100.0,0.2
91067966,CS161,6.0,2,31.0,0.2
82228479,CS161,0.0,2,50.0,0.2
95762589,CS161,32.0,2,100.0,0.2
88931603,CS161,0.0,2,81.0,0.2
92485465,CS161,31.0,2,100.0,0.2
28869403,CS161,10.0,2,100.0,0.2
91392631,CS161,26.0,2,80.0,0.2
54449931,CS161,0.0,2,100.0,0.2
56051401,CS161,17.0,2,100.0,0.2
94167786,CS161,19.0,2,53.0,0.2
89900402,CS161,26.0,2,100.0,0.2
34514357,CS161,73.0,2,100.0,0.2
99522393,CS161,40.0,2,94.0,0.2
42340012,CS161,48.0,2,100.0,0.2
49118129,CS161,0.0,2,69.0,0.2
42840867,CS161,10.0,2,40.0,0.2
77027493,CS161,53.0,2,100.0,0.2
15993142,CS161,35.0,2,100.0,0.2
89129288,CS161,52.0,2,87.0,0.2
64729486,CS161,67.0,2,100.0,0.2
87080516,CS161,54.0,2,100.0,0.2
52357886,CS161,68.0,2,100.0,0.2
44602941,CS161,40.0,2,56.00000000000001,0.2
63873490,CS161,15.0,2,80.0,0.2
93228999,CS161,22.0,2,100.0,0.2
63302115,CS161,57.0,2,100.0,0.2
84852399,CS161,46.0,2,70.0,0.2
72929888,CS161,69.0,2,100.0,0.2
42375295,CS161,28.0,2,80.0,0.2
47461374,CS161,90.0,2,100.0,0.2
58339563,CS161,27.0,2,100.0,0.2
62841925,CS161,55.0,2,100.0,0.2
73015180,CS161,40.0,2,48.0,0.2
66548948,CS161,78.0,2,100.0,0.2
16165713,CS161,50.0,2,100.0,0.2
21688572,CS161,35.0,2,100.0,0.2
69106678,CS161,63.0,2,100.0,0.2
86142462,CS161,75.0,2,96.0,0.2
20973671,CS161,19.0,2,100.0,0.2
80120841,CS161,70.0,2,100.0,0.2
60261823,CS161,86.0,2,100.0,0.2
51756795,CS161,25.0,2,100.0,0.2
52026299,CS161,78.0,2,100.0,0.2
93371516,CS161,17.0,2,100.0,0.2
67160908,CS161,83.0,2,100.0,0.2
97419264,CS161,66.0,2,100.0,0.2
48446441,CS161,5.0,2,40.0,0.2
89367722,CS161,38.0,2,100.0,0.2
72116436,CS161,45.0,2,76.0,0.2
54994494,CS161,58.0,2,100.0,0.2
54445555,CS161,18.0,2,100.0,0.2
56404215,CS161,42.0,2,100.0,0.2
83593137,CS161,16.0,2,100.0,0.2
49940596,CS161,0.0,2,100.0,0.2
71790299,CS161,46.0,2,100.0,0.2
11628125,CS161,48.0,2,97.0,0.2
96404089,CS161,43.0,2,66.0,0.2
46177638,CS161,0.0,2,100.0,0.2
69034095,CS161,0.0,2,67.0,0.2
34235383,CS161,17.0,2,100.0,0.2
82920138,CS161,15.0,2,0.0,0.2
33275055,CS161,29.0,2,100.0,0.2
59134235,CS161,53.0,2,100.0,0.2
43038785,CS161,8.0,2,100.0,0.2
21569802,CS161,0.0,2,100.0,0.2
68004068,CS161,6.0,2,0.0,0.2
82112655,CS161,31.0,2,90.0,0.2
55651327,CS161,29.0,2,40.0,0.2
89047243,CS161,70.0,2,100.0,0.2
20603140,CS161,55.0,2,100.0,0.2
89693072,CS161,19.0,2,100.0,0.2
45464356,CS161,20.0,2,100.0,0.2
41964379,CS161,53.0,2,97.0,0.2
32884015,CS161,43.0,2,100.0,0.2
32291309,CS161,26.0,2,87.0,0.2
59735613,CS161,10.0,2,96.0,0.2
52425323,CS161,47.0,2,66.0,0.2
74341696,CS161,60.0,2,99.0,0.2
28159689,CS161,46.0,2,0.0,0.2
17126904,CS161,62.0,2,100.0,0.2
34670311,CS161,63.0,2,100.0,0.2
60585709,CS161,11.0,2,40.0,0.2
76539077,CS161,42.0,2,100.0,0.2
93139542,CS161,46.0,2,100.0,0.2
61451399,CS161,19.0,2,51.0,0.2
41554586,CS161,11.0,2,0.0,0.2
93123214,CS161,60.0,2,100.0,0.2
94802188,CS161,41.0,2,80.0,0.2
78494297,CS161,34.0,2,95.0,0.2
13516601,CS161,5.0,2,70.0,0.2
71049099,CS161,43.0,2,100.0,0.2
97690340,CS161,53.0,2,100.0,0.2
96097012,CS161,55.0,2,100.0,0.2
94583154,CS161,50.0,2,100.0,0.2
32941963,CS161,67.0,2,100.0,0.2
20950006,CS161,56.0,2,70.0,0.2
18342686,CS161,5.0,2,50.0,0.2
30523399,CS161,50.0,2,86.0,0.2
58822337,CS161,54.0,2,100.0,0.2
12626419,CS161,40.0,2,100.0,0.2
35250290,CS161,45.0,2,100.0,0.2
93293478,CS161,43.0,2,78.0,0.2
65818849,CS161,43.0,2,38.0,0.2
66914268,CS161,38.0,2,97.0,0.2
23501065,CS161,66.0,2,100.0,0.2
78700130,CS161,14.0,2,97.0,0.2
82634093,CS161,39.0,2,68.0,0.2
94969579,CS161,44.0,2,87.0,0.2
93749928,CS161,23.0,2,100.0,0.2
39689239,CS161,2.0,2,30.0,0.2
38247362,CS161,8.0,2,100.0,0.2
72537638,CS161,0.0,2,0.0,0.2
61497114,CS161,0.0,2,63.0,0.2
22551398,CS161,31.0,2,100.0,0.2
47121414,CS161,37.0,2,100.0,0.2
38860849,CS161,64.0,2,80.0,0.2
77816651,CS161,80.0,2,100.0,0.2
78690622,CS161,15.0,2,0.0,0.2
81957281,CS161,10.0,2,74.0,0.2
39784903,CS161,38.0,2,100.0,0.2
25550236,CS161,0.0,2,90.0,0.2
95802939,CS161,70.0,2,100.0,0.2
25693562,CS161,60.0,2,100.0,0.2
36531295,CS161,0.0,2,0.0,0.2
58343093,CS161,0.0,2,100.0,0.2
59836802,CS161,69.0,2,100.0,0.2
76714430,CS161,0.0,2,0.0,0.2
89797051,CS161,10.0,2,0.0,0.2
43787117,CS161,12.0,2,70.0,0.2
75684190,CS161,5.0,2,98.0,0.2
27370046,CS161,5.0,2,50.0,0.2
85864105,CS161,29.0,2,60.0,0.2
17540469,CS161,81.0,2,98.0,0.2
90205242,CS161,52.0,2,100.0,0.2
48045170,CS161,23.0,2,49.0,0.2
99995385,CS161,0.0,2,17.0,0.2
24790246,CS161,24.0,2,100.0,0.2
47057162,CS161,0.0,2,0.0,0.2
82305757,CS161,23.0,2,38.0,0.2
91258907,CS161,0.0,2,63.0,0.2
16759226,CS161,25.0,2,90.0,0.2
37800456,CS161,18.0,2,100.0,0.2
22135913,CS161,48.0,2,94.0,0.2
12152832,CS161,56.0,2,97.0,0.2
30230101,CS161,84.0,2,100.0,0.2
63284343,CS161,45.0,2,100.0,0.2
35119117,CS161,18.0,2,80.0,0.2
65118069,CS161,35.0,2,100.0,0.2
65157349,CS161,30.0,2,90.0,0.2
48343110,CS161,40.0,2,85.0,0.2
74711966,CS161,8.0,2,100.0,0.2
88189847,CS161,28.0,2,100.0,0.2
77669391,CS161,42.0,2,100.0,0.2
56643669,CS161,28.0,2,92.0,0.2
30079405,CS161,26.0,2,50.0,0.2
60414961,CS161,63.0,2,99.0,0.2
59084601,CS161,14.0,2,91.0,0.2
90198723,CS161,17.0,2,25.0,0.2
24076910,CS161,53.0,2,100.0,0.2
23696390,CS161,5.0,2,20.0,0.2
45453740,CS161,49.0,2,100.0,0.2
26111335,CS161,10.0,2,100.0,0.2
82073994,CS161,0.0,2,0.0,0.2
42739989,CS161,56.0,2,98.0,0.2
23971090,CS161,0.0,2,89.0,0.2
95030015,CS161,78.0,2,100.0,0.2
22896594,CS161,50.0,2,100.0,0.2
82965743,CS161,80.0,2,100.0,0.2
14672318,CS161,64.0,2,100.0,0.2
30877387,CS161,55.0,2,100.0,0.2
12306119,CS161,12.0,2,44.0,0.2
43094536,CS161,58.0,2,100.0,0.2
69309190,CS161,0.0,2,100.0,0.2
64198576,CS161,38.0,2,100.0,0.2
63681096,CS161,37.0,2,100.0,0.2
57800387,CS161,83.0,2,100.0,0.2
69023507,CS161,7.0,2,93.0,0.2
83146186,CS161,13.0,2,100.0,0.2
53957925,CS161,38.0,2,100.0,0.2
90926702,CS161,90.0,2,100.0,0.2
68443482,CS161,57.0,2,100.0,0.2
34323592,CS161,5.0,2,100.0,0.2
96304251,CS161,53.0,2,100.0,0.2
27936987,CS161,28.0,2,100.0,0.2
15214948,CS161,40.0,2,98.0,0.2
84536412,CS161,31.0,2,100.0,0.2
58157905,CS161,60.0,2,68.0,0.2
96968862,CS161,17.0,2,100.0,0.2
86497933,CS161,14.0,2,80.0,0.2
31397192,CS161,48.0,2,0.0,0.2
99658767,CS161,16.0,2,100.0,0.2
64371535,CS161,35.0,2,100.0,0.2
66867809,CS161,24.0,2,90.0,0.2
71065720,CS161,85.0,2,100.0,0.2
11204571,CS161,88.0,2,100.0,0.2
61717879,CS161,0.0,2,68.0,0.2
24127710,CS161,8.0,2,8.0,0.2
67262233,CS161,30.0,2,100.0,0.2
87601200,CS161,21.0,2,55.00000000000001,0.2
49891974,CS161,51.0,2,100.0,0.2
72496892,CS161,48.0,2,100.0,0.2
51427713,CS161,70.0,2,100.0,0.2
58047508,CS161,0.0,2,88.0,0.2
84011888,CS161,14.0,2,44.0,0.2
44965222,CS161,55.0,2,100.0,0.2
36161314,CS161,27.0,2,100.0,0.2
34349175,CS161,0.0,2,0.0,0.2
88699903,CS161,90.0,2,100.0,0.2
89287824,CS161,8.0,2,100.0,0.2
76576071,CS161,0.0,2,0.0,0.2
33451338,CS161,0.0,2,51.0,0.2
99632235,CS161,45.0,2,100.0,0.2
20272886,CS161,54.0,2,100.0,0.2
17988839,CS161,13.0,2,90.0,0.2
84573777,CS161,10.0,2,70.0,0.2
35507225,CS161,10.0,2,100.0,0.2
26873519,CS161,41.0,2,80.0,0.2
45536963,CS161,43.0,2,100.0,0.2
30822116,CS161,5.0,2,0.0,0.2
44417178,CS161,28.0,2,80.0,0.2
59784821,CS161,0.0,2,0.0,0.2
76510898,CS161,0.0,2,27.0,0.2
23701729,CS161,51.0,2,100.0,0.2
82770253,CS161,65.0,2,100.0,0.2
81786701,CS161,65.0,2,100.0,0.2
55146620,CS161,71.0,2,100.0,0.2
11756745,CS161,12.0,2,100.0,0.2
81131461,CS161,43.0,2,79.0,0.2
99855326,CS161,12.0,2,96.0,0.2
82967676,CS161,66.0,2,100.0,0.2
63066927,CS161,17.0,2,36.0,0.2
73779400,CS161,48.0,2,78.0,0.2
71373382,CS161,61.0,2,50.0,0.2
52911365,CS161,47.0,2,100.0,0.2
43114643,CS161,32.0,2,100.0,0.2
72735869,CS161,56.0,2,100.0,0.2
47593950,CS161,38.0,2,0.0,0.2
64143261,CS161,38.0,2,0.0,0.2
37745329,CS161,6.0,2,80.0,0.2
88111184,CS161,80.0,2,100.0,0.2
31503805,CS161,0.0,2,40.0,0.2
59893819,CS161,41.0,2,100.0,0.2
78624338,CS161,2.0,2,100.0,0.2
99960697,CS161,4.0,2,60.0,0.2
37472776,CS161,45.0,2,100.0,0.2
68646423,CS161,55.0,2,100.0,0.2
88915223,CS161,0.0,2,0.0,0.2
55399622,CS161,9.0,2,55.00000000000001,0.2
19160332,CS161,0.0,2,48.0,0.2
63573517,CS161,16.0,2,100.0,0.2
33049620,CS161,92.0,2,90.0,0.2
95769492,CS161,7.0,2,61.0,0.2
84794466,CS161,0.0,2,0.0,0.2
63012496,CS161,44.0,2,100.0,0.2
34135965,CS161,43.0,2,100.0,0.2
94085509,CS161,0.0,2,0.0,0.2
85787367,CS161,7.0,2,0.0,0.2
31653483,CS161,20.0,2,100.0,0.2
25331138,CS161,82.0,2,100.0,0.2
54641275,CS161,15.0,2,100.0,0.2
42870678,CS161,92.0,2,100.0,0.2
77386168,CS161,81.0,2,100.0,0.2
82158642,CS161,35.0,2,90.0,0.2
21630795,CS161,81.0,2,100.0,0.2
20784336,CS161,78.0,2,100.0,0.2
39373972,CS161,5.0,2,13.0,0.2
85233385,CS161,49.0,2,100.0,0.2
87142367,CS161,49.0,2,100.0,0.2
56431698,CS161,0.0,2,31.0,0.2
19492041,CS161,90.0,2,100.0,0.2
49334302,CS161,19.0,2,56.99999999999999,0.2
26599288,CS161,25.0,2,48.0,0.2
64992499,CS161,0.0,2,0.0,0.2
59919093,CS161,52.0,2,100.0,0.2
63958316,CS161,67.0,2,100.0,0.2
68205776,CS161,13.0,2,82.0,0.2
47416214,CS161,19.0,2,100.0,0.2
97528476,CS161,90.0,2,100.0,0.2
19003975,CS161,56.0,2,100.0,0.2
41416595,CS161,53.0,2,85.0,0.2
18478977,CS161,64.0,2,100.0,0.2
48671530,CS161,85.0,2,100.0,0.2
30468596,CS161,1.0,2,98.0,0.2
55801775,CS161,13.0,2,70.0,0.2
68901214,CS161,28.0,2,100.0,0.2
45249213,CS161,35.0,2,60.0,0.2
26584428,CS161,74.0,2,100.0,0.2
55407966,CS161,10.0,2,73.0,0.2
37149016,CS161,41.0,2,97.0,0.2
54348464,CS161,77.0,2,100.0,0.2
35632171,CS161,0.0,2,24.0,0.2
44892818,CS161,25.0,2,100.0,0.2
73557003,CS161,36.0,2,64.0,0.2
64945179,CS161,39.0,2,28.000000000000004,0.2
61148442,CS161,51.0,2,100.0,0.2
62686607,CS161,8.0,2,100.0,0.2
85268727,CS161,54.0,2,97.0,0.2
48354119,CS161,26.0,2,0.0,0.2
51513687,CS161,30.0,2,80.0,0.2
93012570,CS161,69.0,2,100.0,0.2
30692683,CS161,0.0,2,98.0,0.2
58000939,CS161,85.0,2,100.0,0.2
34002125,CS161,0.0,3,100.0,0.3
59334742,CS161,0.0,3,0.0,0.3
28249094,CS161,61.0,3,100.0,0.3
80757531,CS161,70.0,3,100.0,0.3
93675090,CS161,38.0,3,100.0,0.3
76821156,CS161,0.0,3,95.0,0.3
83016591,CS161,83.0,3,100.0,0.3
89400160,CS161,0.0,3,91.0,0.3
63767996,CS161,48.0,3,100.0,0.3
32221102,CS161,28.0,3,100.0,0.3
11995577,CS161,38.0,3,100.0,0.3
17619064,CS161,15.0,3,100.0,0.3
32446864,CS161,53.0,3,100.0,0.3
82801786,CS161,0.0,3,89.0,0.3
51246713,CS161,65.0,3,100.0,0.3
69563061,CS161,27.0,3,0.0,0.3
14708099,CS161,0.0,3,66.0,0.3
42600414,CS161,11.0,3,100.0,0.3
62912601,CS161,48.0,3,56.00000000000001,0.3
29933757,CS161,35.0,3,100.0,0.3
14992696,CS161,0.0,3,56.00000000000001,0.3
57778284,CS161,11.0,3,85.0,0.3
48118722,CS161,44.0,3,100.0,0.3
82073453,CS161,0.0,3,97.0,0.3
65312480,CS161,53.0,3,100.0,0.3
43455746,CS161,13.0,3,64.0,0.3
12039636,CS161,48.0,3,100.0,0.3
85627452,CS161,5.0,3,0.0,0.3
78594106,CS161,41.0,3,100.0,0.3
59003785,CS161,10.0,3,100.0,0.3
87929681,CS161,0.0,3,99.0,0.3
72970314,CS161,0.0,3,100.0,0.3
43378720,CS161,0.0,3,0.0,0.3
34484779,CS161,28.0,3,100.0,0.3
13731882,CS161,37.0,3,99.0,0.3
36010927,CS161,0.0,3,18.0,0.3
48465241,CS161,50.0,3,100.0,0.3
16223371,CS161,50.0,3,100.0,0.3
72827820,CS161,0.0,3,0.0,0.3
46238708,CS161,10.0,3,100.0,0.3
54313853,CS161,17.0,3,100.0,0.3
77630350,CS161,69.0,3,100.0,0.3
93546547,CS161,53.0,3,100.0,0.3
81671909,CS161,78.0,3,100.0,0.3
85443891,CS161,54.0,3,100.0,0.3
35348136,CS161,62.0,3,44.0,0.3
22307456,CS161,76.0,3,100.0,0.3
82999094,CS161,49.0,3,100.0,0.3
76935586,CS161,0.0,3,89.0,0.3
41312106,CS161,18.0,3,100.0,0.3
96645647,CS161,48.0,3,80.0,0.3
72308679,CS161,9.0,3,67.0,0.3
87283794,CS161,74.0,3,100.0,0.3
84150618,CS161,77.0,3,100.0,0.3
66088281,CS161,16.0,3,100.0,0.3
13022259,CS161,78.0,3,100.0,0.3
71082361,CS161,92.0,3,100.0,0.3
81163166,CS161,69.0,3,100.0,0.3
53292236,CS161,69.0,3,89.0,0.3
99912338,CS161,29.0,3,100.0,0.3
74963938,CS161,59.0,3,100.0,0.3
66510180,CS161,25.0,3,56.00000000000001,0.3
74779884,CS161,98.0,3,100.0,0.3
88756438,CS161,65.0,3,100.0,0.3
49510500,CS161,25.0,3,100.0,0.3
93509703,CS161,40.0,3,100.0,0.3
75190992,CS161,23.0,3,100.0,0.3
78544164,CS161,83.0,3,100.0,0.3
84275168,CS161,41.0,3,100.0,0.3
81191987,CS161,20.0,3,65.0,0.3
29649479,CS161,88.0,3,100.0,0.3
46717500,CS161,39.0,3,100.0,0.3
70822325,CS161,18.0,3,56.00000000000001,0.3
23917602,CS161,61.0,3,100.0,0.3
35888495,CS161,80.0,3,100.0,0.3
95120612,CS161,28.0,3,100.0,0.3
70665806,CS161,82.0,3,100.0,0.3
62846607,CS161,59.0,3,100.0,0.3
48715165,CS161,59.0,3,100.0,0.3
62114010,CS161,45.0,3,89.0,0.3
56526290,CS161,37.0,3,100.0,0.3
81897019,CS161,69.0,3,100.0,0.3
48462369,CS161,4.0,3,11.0,0.3
78282477,CS161,30.0,3,100.0,0.3
73224306,CS161,17.0,3,76.0,0.3
17828528,CS161,60.0,3,100.0,0.3
30901180,CS161,31.0,3,12.0,0.3
78843637,CS161,66.0,3,100.0,0.3
27625814,CS161,51.0,3,100.0,0.3
97156076,CS161,3.0,3,0.0,0.3
61255307,CS161,5.0,3,74.0,0.3
49385116,CS161,26.0,3,100.0,0.3
28563648,CS161,34.0,3,100.0,0.3
53347481,CS161,3.0,3,100.0,0.3
88451462,CS161,83.0,3,100.0,0.3
81577123,CS161,60.0,3,100.0,0.3
14383148,CS161,43.0,3,100.0,0.3
21035456,CS161,73.0,3,100.0,0.3
70265517,CS161,44.0,3,99.0,0.3
74558525,CS161,26.0,3,78.0,0.3
66286017,CS161,13.0,3,100.0,0.3
89230778,CS161,42.0,3,67.0,0.3
55672463,CS161,23.0,3,100.0,0.3
59809646,CS161,60.0,3,100.0,0.3
85516093,CS161,19.0,3,100.0,0.3
61096547,CS161,44.0,3,100.0,0.3
31128159,CS161,45.0,3,100.0,0.3
65061850,CS161,76.0,3,100.0,0.3
72136471,CS161,38.0,3,100.0,0.3
12173443,CS161,12.0,3,30.0,0.3
30511442,CS161,32.0,3,100.0,0.3
41816562,CS161,47.0,3,100.0,0.3
68353261,CS161,65.0,3,100.0,0.3
76138889,CS161,68.0,3,100.0,0.3
70127686,CS161,33.0,3,100.0,0.3
18845591,CS161,43.0,3,100.0,0.3
80307541,CS161,78.0,3,78.0,0.3
92445765,CS161,42.0,3,100.0,0.3
11372849,CS161,83.0,3,100.0,0.3
33699786,CS161,36.0,3,56.00000000000001,0.3
60276362,CS161,12.0,3,100.0,0.3
41987800,CS161,30.0,3,100.0,0.3
47759014,CS161,47.0,3,56.00000000000001,0.3
44977117,CS161,20.0,3,44.0,0.3
36691348,CS161,27.0,3,100.0,0.3
75210751,CS161,3.0,3,87.0,0.3
64280419,CS161,70.0,3,100.0,0.3
95724042,CS161,57.0,3,100.0,0.3
17916583,CS161,91.0,3,100.0,0.3
48527230,CS161,73.0,3,100.0,0.3
75715775,CS161,17.0,3,100.0,0.3
77434708,CS161,11.0,3,100.0,0.3
70081802,CS161,15.0,3,44.0,0.3
23296864,CS161,3.0,3,56.00000000000001,0.3
58213848,CS161,26.0,3,6.0,0.3
73958512,CS161,0.0,3,0.0,0.3
66460544,CS161,65.0,3,100.0,0.3
47844746,CS161,0.0,3,100.0,0.3
74112974,CS161,35.0,3,100.0,0.3
73219758,CS161,54.0,3,88.0,0.3
50967821,CS161,61.0,3,100.0,0.3
53063229,CS161,46.0,3,95.0,0.3
24126422,CS161,17.0,3,96.0,0.3
79836911,CS161,5.0,3,99.0,0.3
80058174,CS161,31.0,3,100.0,0.3
80468427,CS161,23.0,3,22.0,0.3
23504839,CS161,44.0,3,100.0,0.3
45020243,CS161,5.0,3,100.0,0.3
22361337,CS161,28.0,3,11.0,0.3
29697244,CS161,68.0,3,100.0,0.3
19370915,CS161,35.0,3,100.0,0.3
88664967,CS161,63.0,3,100.0,0.3
54840987,CS161,56.0,3,100.0,0.3
62845749,CS161,21.0,3,100.0,0.3
51109886,CS161,50.0,3,100.0,0.3
86167338,CS161,55.0,3,100.0,0.3
59825857,CS161,43.0,3,100.0,0.3
36733977,CS161,75.0,3,100.0,0.3
34171685,CS161,33.0,3,91.0,0.3
48781279,CS161,7.0,3,96.0,0.3
90155569,CS161,33.0,3,100.0,0.3
16274438,CS161,46.0,3,100.0,0.3
73498893,CS161,10.0,3,48.0,0.3
67170149,CS161,49.0,3,88.0,0.3
97027020,CS161,0.0,3,56.00000000000001,0.3
95853854,CS161,47.0,3,100.0,0.3
27375601,CS161,6.0,3,100.0,0.3
66626083,CS161,44.0,3,100.0,0.3
25516569,CS161,14.0,3,100.0,0.3
59545049,CS161,59.0,3,100.0,0.3
49612785,CS161,63.0,3,100.0,0.3
60961279,CS161,17.0,3,0.0,0.3
97566637,CS161,25.0,3,100.0,0.3
99801182,CS161,28.0,3,100.0,0.3
24113904,CS161,42.0,3,100.0,0.3
71014394,CS161,35.0,3,72.0,0.3
63281671,CS161,28.0,3,100.0,0.3
74452358,CS161,50.0,3,92.0,0.3
90219343,CS161,34.0,3,95.0,0.3
45627083,CS161,5.0,3,0.0,0.3
25381424,CS161,81.0,3,100.0,0.3
65970573,CS161,28.0,3,100.0,0.3
60912130,CS161,50.0,3,82.0,0.3
98977019,CS161,70.0,3,100.0,0.3
16978276,CS161,44.0,3,100.0,0.3
65786686,CS161,13.0,3,100.0,0.3
15978528,CS161,18.0,3,100.0,0.3
48164537,CS161,14.0,3,100.0,0.3
37673922,CS161,93.0,3,100.0,0.3
88226151,CS161,23.0,3,100.0,0.3
67299557,CS161,45.0,3,100.0,0.3
29057187,CS161,73.0,3,100.0,0.3
18153671,CS161,83.0,3,100.0,0.3
61177295,CS161,8.0,3,100.0,0.3
73115871,CS161,61.0,3,100.0,0.3
84423917,CS161,44.0,3,100.0,0.3
29165893,CS161,31.0,3,100.0,0.3
20166054,CS161,5.0,3,56.00000000000001,0.3
74746631,CS161,26.0,3,100.0,0.3
68404087,CS161,68.0,3,100.0,0.3
45839073,CS161,83.0,3,100.0,0.3
46836101,CS161,0.0,3,0.0,0.3
87998809,CS161,13.0,3,44.0,0.3
18392752,CS161,36.0,3,100.0,0.3
86993802,CS161,46.0,3,100.0,0.3
25109838,CS161,59.0,3,100.0,0.3
53691552,CS161,13.0,3,100.0,0.3
56342855,CS161,77.0,3,100.0,0.3
14369025,CS161,10.0,3,100.0,0.3
86096939,CS161,67.0,3,100.0,0.3
25399185,CS161,67.0,3,100.0,0.3
61509943,CS161,53.0,3,100.0,0.3
67528806,CS161,50.0,3,100.0,0.3
84953779,CS161,14.0,3,87.0,0.3
60432123,CS161,24.0,3,100.0,0.3
68839955,CS161,8.0,3,100.0,0.3
91067966,CS161,6.0,3,59.0,0.3
82228479,CS161,0.0,3,11.0,0.3
95762589,CS161,32.0,3,100.0,0.3
88931603,CS161,0.0,3,100.0,0.3
92485465,CS161,31.0,3,100.0,0.3
28869403,CS161,10.0,3,100.0,0.3
91392631,CS161,26.0,3,83.0,0.3
54449931,CS161,0.0,3,56.00000000000001,0.3
56051401,CS161,17.0,3,100.0,0.3
94167786,CS161,19.0,3,16.0,0.3
89900402,CS161,26.0,3,100.0,0.3
