Student ID,module_code,TOTAL,assessment_number,score,progress_in_semester
13489175,CS161,79.86666667,2,100.0,0.2
12237308,CS161,59.78416667,2,100.0,0.2
80531466,CS161,6.119047619,2,83.33333333,0.2
32202479,CS161,18.53742857,2,66.66666667,0.2
31619745,CS161,27.30333333,2,100.0,0.2
32973698,CS161,88.735,2,100.0,0.2
51748245,CS161,69.295,2,100.0,0.2
31483285,CS161,52.74947619,2,100.0,0.2
79951192,CS161,46.87,2,100.0,0.2
71074830,CS161,26.736,2,100.0,0.2
89951309,CS161,62.9522619,2,75.0,0.2
21399574,CS161,57.48785714,2,100.0,0.2
29619407,CS161,24.48159524,2,92.5,0.2
70741130,CS161,31.75778571,2,100.0,0.2
82519651,CS161,19.22909524,2,94.83333333,0.2
28157718,CS161,11.49778571,2,91.33333333,0.2
90272423,CS161,79.31416667,2,100.0,0.2
18256197,CS161,55.07047619,2,100.0,0.2
95216424,CS161,73.825,2,100.0,0.2
27227646,CS161,46.92511905,2,100.0,0.2
87636498,CS161,54.44607143,2,100.0,0.2
16052899,CS161,28.55614286,2,100.0,0.2
59471439,CS161,34.6712381,2,100.0,0.2
18864892,CS161,44.0425,2,100.0,0.2
31870945,CS161,41.731,2,100.0,0.2
64481181,CS161,79.58483333,2,100.0,0.2
56823431,CS161,24.58569048,2,100.0,0.2
96706041,CS161,45.33902381,2,100.0,0.2
75858315,CS161,7.720833333,2,0.0,0.2
96135262,CS161,93.18666667,2,100.0,0.2
75611314,CS161,45.44340476,3,67.85714286,0.3
25053710,CS161,69.0597619,3,97.14285714,0.3
16153010,CS161,63.3,3,100.0,0.3
77444126,CS161,53.47416667,3,46.0,0.3
69615067,CS161,57.1175,3,100.0,0.3
71714132,CS161,27.16914286,3,85.71428571,0.3
32050733,CS161,52.55642857,3,97.14285714,0.3
32199265,CS161,64.74547619,3,85.71428571,0.3
71347202,CS161,34.9812381,3,39.85714286,0.3
64732981,CS161,63.86740476,3,92.85714286,0.3
35638989,CS161,17.50864286,3,85.71428571,0.3
59163655,CS161,0.0,3,0.0,0.3
41238817,CS161,28.27516667,3,100.0,0.3
35693299,CS161,37.39347619,3,95.71428571,0.3
